,GEOID,COUNTY,LAT,LON,age_median,agg_travel_time,agg_travel_time_2011,contract_rent_25q,contract_rent_50q,contract_rent_75q,county,gross_rent_median,gross_rent_median_2011,household_income_median,household_income_median_2011,households,housing_median_value,housing_median_value_2011,housing_occupied,housing_owner_occupied,housing_renter_occupied,housing_units,housing_units_2011,housingcost_w_mort_2011,housingcost_w_mortgage,housingcost_wo_mort_2011,housingcost_wo_mortgage,male,mort_cost_%_of_income,mort_cost_%_of_income_2011,pop_over16_work,pop_over25_edu,pop_over25_edu_HS,pop_over25_edu_bach,pop_over25_edu_coll,pop_over25_edu_grad,pop_over25_edu_less_HS,population,population_2011,population_under18,poverty,poverty_2011,rs_tax_median_w_mort,tract,vacancy,white,geo_header,accommodates,bathrooms,bedrooms,beds,dailyrate,number_of_reviews,review_scores_location,review_scores_rating,airbnb_listings,mean_travel_time,airbnb_monthly_equal,airbnb_rent_mult,make_rent_median,make_rent_75q,%_occupied,airbnb_trans,%_non-whites,%_vacancy,%_poverty,airbnb_housing_density,airbnb_rental_density,cap_rate,airbnb_cap_rate,housing_affordability,%_hs_or_above,%_bach_or_above,ppl_per_household,%_male,chg_gross_rent_median,chg_household_income_median,chg_housing_units,chg_population,chg_housing_value_median,chg_mort_cost,chg_mort_cost_%_of_income,%_poverty_2011,chg_%_poverty,cap_rate_differential,id,coffee_count,green_rides,noise_count,uber_rides,bar_count,yellow_rides
1894,36081079900,81,40.7469854,-73.827383,37.2,52310,59250,775,1310,1483,081,1381,1440,45000,58696,1046,663200,620200,1046,504,542,1098,1126,3000,3331,775,946,1790,43.2,41.7,1348,2502,651,324,483,195,849,3605,3561,795,737,558,5288,079900,52,807,36,2.25,1.0,1.0,1.25,57.5,16.4166666667,8.875,84.375,12.0,38.8056379822,1753.75,1.26991310644,24.0173913043,25.7913043478,95.2641165756,12,77.6144244105,4.73588342441,20.4438280166,1.09289617486,2.21402214022,2.49879372738,3.1732509047,28.1447012909,66.067146283,20.7434052758,3.44646271511,49.653259362,-59.0,-13696.0,-28.0,44.0,43000.0,331.0,1.5,15.6697556866,4.77407233004,0.674457177322,,0.0,3545.0,104.0,264.0,1.0,366.0
1895,36081080301,81,40.7447518,-73.8309053,34.5,78280,68755,1045,1287,1616,081,1340,1348,49572,53298,1334,559800,646700,1334,556,778,1393,1397,2901,2321,837,947,2093,48.6,42.5,1811,3140,929,308,672,165,1066,4521,4563,893,684,543,4351,080301,59,1005,36,2.6,1.1,1.0,1.8,63.5,4.3,9.0,80.8571428571,10.0,43.224737714,1936.75,1.4453358209,21.1023622047,25.4488188976,95.7645369706,10,77.7704047777,4.23546302943,15.1293961513,0.717875089734,1.2853470437,2.87245444802,4.15166130761,44.4959069367,66.050955414,15.0636942675,3.38905547226,46.295067463,-8.0,-3726.0,-4.0,-42.0,-86900.0,-580.0,6.1,11.9000657462,3.22933040507,1.27920685959,,0.0,194.0,249.0,41.0,0.0,174.0
1896,36081080302,81,40.740323,-73.826055,33.1,65200,57680,1288,1623,1880,081,1645,1574,53882,52069,1112,593800,558900,1112,747,365,1189,1090,2500,2926,726,842,1620,42,28.7,1616,2328,755,360,604,319,290,3528,2925,666,139,156,4859,080302,77,1224,36,1.75,1.0,1.0,1.5,76.25,13.0,8.33333333333,94.0,4.0,40.3465346535,2325.625,1.41375379939,21.5737704918,24.6557377049,93.5239697225,4,65.306122449,6.47603027754,3.93990929705,0.336417157275,1.09589041096,3.32435163355,4.69981475244,38.3643768512,87.5429553265,29.1666666667,3.1726618705,45.9183673469,71.0,1813.0,99.0,603.0,34900.0,426.0,13.3,5.33333333333,-1.39342403628,1.3754631189,1.0,1.0,538.0,107.0,99.0,0.0,301.0
1897,36081080900,81,40.7338854,-73.8223404,41.5,142595,124790,725,853,1257,081,923,927,81250,59432,2708,252100,244100,2708,1956,752,2819,2775,1628,1377,585,595,3440,17.8,25,3379,5185,1105,1512,1047,1015,506,7595,7173,1640,598,721,3178,080900,111,4688,36,4.0,1.0,1.33333333333,2.0,83.3333333333,0.333333333333,10.0,100.0,3.0,42.2003551347,2541.66666667,2.75370169736,11.076,15.084,96.0624334871,3,38.2751810402,3.93756651295,7.87360105332,0.106420716566,0.398936170213,4.39349464498,12.0983736612,122.927257323,90.2410800386,48.7367405979,2.80465288035,45.292955892,-4.0,21818.0,44.0,422.0,8000.0,-251.0,-7.2,10.0515823226,-2.17798126927,7.70487901626,,0.0,497.0,139.0,227.0,1.0,92.0
1898,36081081400,81,40.6706921,-73.8039227,33.9,,,1115,1329,1443,081,1527,1202,54612,61213,1015,352000,424800,1015,749,266,1119,1020,2221,2248,672,674,1760,43.1,43.3,1686,2471,736,332,777,81,545,3857,3291,979,586,234,2541,081400,104,616,36,,,,,,,,,,,,,,,90.7059874888,0,84.0290381125,9.29401251117,15.193155302,0.0,0.0,5.20568181818,,50.6116548043,77.9441521651,16.7138810198,3.8,45.6313196785,325.0,-6601.0,99.0,566.0,-72800.0,27.0,-0.2,7.11030082042,8.08285448163,,,0.0,357.0,491.0,453.0,0.0,9269.0
1899,36081081800,81,40.6705371,-73.8090558,33.7,82115,,1069,1420,1745,081,1535,1496,48992,64667,1115,431100,487300,1115,728,387,1133,1069,3044,2919,843,866,2311,39.4,41.7,1641,2748,1009,124,690,118,807,4504,3503,1123,912,365,2486,081800,18,509,36,,,,,,,,,,50.0396099939,,,,,98.4112974404,0,88.6989342806,1.58870255958,20.2486678508,0.0,0.0,4.27279053584,,34.9663126642,70.6331877729,8.80640465793,4.03946188341,51.309946714,39.0,-15675.0,64.0,1001.0,-56200.0,-125.0,-2.3,10.4196403083,9.82902754249,,1.0,1.0,135.0,653.0,225.0,2.0,1201.0
1900,36081083700,81,40.7447904,-73.8197988,41.4,105910,106755,912,992,1590,081,1200,1311,51535,51500,1581,525600,517900,1581,1153,428,1680,1770,2530,3057,654,684,2847,50,48.6,2450,3985,1196,661,512,458,1158,5639,5357,922,955,497,3936,083700,99,718,36,3.33333333333,1.66666666667,2.0,2.33333333333,95.3333333333,17.3333333333,9.5,97.5,3.0,43.2285714286,2907.66666667,2.42305555556,12.5874125874,16.6783216783,94.1071428571,3,87.2672459656,5.89285714286,16.9356268842,0.178571428571,0.700934579439,2.7397260274,6.63850837139,35.120897394,70.9410288582,28.0803011292,3.56672991777,50.4876751197,-111.0,35.0,-90.0,282.0,7700.0,527.0,1.4,9.27758073549,7.65804614871,3.89878234399,1.0,1.0,214.0,202.0,51.0,1.0,130.0
1901,36081083800,81,40.6702951,-73.8195098,36.2,124470,106875,1017,1371,1658,081,1604,1448,63902,64712,1701,454700,523900,1701,1252,449,1796,1794,2472,2530,735,802,2893,37.9,39.3,2701,4019,1455,746,1076,163,579,6214,6005,1512,555,560,3373,083800,95,1492,36,,,,,,,,,,46.0829322473,,,,,94.710467706,0,75.9897006759,5.28953229399,8.93144512391,0.0,0.0,4.23312073895,,52.6202239789,85.5934312018,22.6175665588,3.6531452087,46.5561635018,156.0,-810.0,2.0,209.0,-69200.0,58.0,-1.4,9.32556203164,-0.394116907727,,,0.0,65.0,303.0,34.0,0.0,34.0
1902,36081084000,81,40.6739496,-73.8176521,39.8,129765,130385,1073,1303,1660,081,1431,1324,57661,57868,1890,422400,463500,1890,1376,514,1969,2159,2635,2584,713,690,2951,32.8,40.6,2751,4315,1429,611,920,258,1097,6208,6603,1312,530,865,3134,084000,79,1032,36,,,,,,,,,,47.1701199564,,,,,95.9878110716,0,83.3762886598,4.01218892839,8.53737113402,0.0,0.0,4.06534090909,,46.4888093395,74.5770567787,20.1390498262,3.28465608466,47.5354381443,107.0,-207.0,-190.0,-395.0,-41100.0,-51.0,-7.8,13.1001060124,-4.5627348784,,,0.0,118.0,1096.0,74.0,1.0,82.0
1903,36081084500,81,40.7499656,-73.8202293,47.5,76305,86745,741,914,1165,081,954,1043,24818,34899,2013,517700,579400,2013,256,1757,2134,2029,1477,1395,538,759,2224,37.2,38.3,1879,3864,1359,518,706,159,1122,4807,4851,550,1145,1062,3926,084500,121,462,36,,,,,,,,,,40.6093666844,,,,,94.3298969072,0,90.3890160183,5.67010309278,23.8194299979,0.0,0.0,2.21131929689,,37.0639187575,70.9627329193,17.5207039337,2.38797814208,46.2658622842,-89.0,-10081.0,105.0,-44.0,-61700.0,-82.0,-1.1,21.892393321,1.92703667695,,,0.0,67.0,409.0,42.0,0.0,58.0
1904,36081084601,81,40.6673404,-73.8217385,42,,,944,1311,1474,081,1376,1315,61382,94602,835,555100,610700,835,529,306,951,1011,3283,2958,926,975,1454,38.2,39.4,1086,1904,796,272,331,105,400,2717,3244,575,160,224,4758,084601,116,1121,36,3.0,1.0,1.0,1.0,85.0,117.0,9.0,93.0,1.0,,2592.5,1.88408430233,16.1882352941,17.3411764706,87.8023133544,1,58.7412587413,12.1976866456,5.88884799411,0.105152471083,0.326797385621,2.97459917132,5.6043956044,43.2316317332,78.9915966387,19.8004201681,3.25389221557,53.5149061465,61.0,-33220.0,-60.0,-527.0,-55600.0,-325.0,-1.2,6.90505548705,-1.01620749294,2.62979643308,,0.0,68.0,237.0,98.0,0.0,385.0
1905,36081084602,81,40.6651285,-73.8166159,35.4,18110,21090,1108,1216,1426,081,1444,1426,60375,62995,252,481000,578800,252,158,94,256,311,2864,2709,756,850,628,50,43.3,415,810,300,70,201,30,209,1141,1073,259,237,129,3300,084602,4,223,36,4.0,1.0,1.5,1.5,132.5,6.0,7.0,85.0,2.0,43.6385542169,4041.25,2.79864958449,10.8981132075,10.7622641509,98.4375,2,80.4557405784,1.5625,20.7712532866,0.78125,2.12765957447,3.60249480249,10.0821205821,46.430878553,74.1975308642,12.3456790123,4.52777777778,55.0394390885,18.0,-2620.0,-55.0,68.0,-97800.0,-155.0,6.7,12.0223671948,8.74888609181,6.47962577963,,0.0,62.0,143.0,189.0,0.0,7413.0
1906,36081084900,81,40.7547095,-73.8329979,38,133525,146665,990,1211,1448,081,1307,1247,32195,47035,2337,476300,457900,2337,290,2047,2565,2454,2342,2383,642,926,3864,24.8,25,3611,5556,2335,251,755,88,2127,7871,6430,1611,2120,1194,,084900,228,539,36,2.14285714286,1.08333333333,0.857142857143,1.28571428571,84.7142857143,3.42857142857,9.0,81.0,7.0,36.977291609,2583.78571429,1.97688271942,15.4283305228,17.0927487352,91.1111111111,7,93.1520772456,8.88888888889,26.934315843,0.272904483431,0.341963849536,3.29288263699,6.50964278216,28.1464190796,61.717062635,6.10151187905,3.36799315362,49.0916020836,60.0,-14840.0,111.0,1441.0,18400.0,41.0,-0.2,18.5692068429,8.36510900004,3.21676014517,2.0,2.0,556.0,434.0,102.0,4.0,209.0
1907,36081085300,81,40.757152,-73.8276531,45.4,92170,,1055,1271,1589,081,1364,1267,32217,39861,1805,446900,282800,1805,658,1147,2032,2109,1879,1707,641,721,2065,37.7,37.9,2287,3643,784,783,648,468,960,4624,4684,486,1282,1032,4763,085300,227,324,36,2.61538461538,1.0,1.07692307692,1.76923076923,88.6153846154,6.38461538462,9.1,88.1,13.0,40.3017052908,2702.76923077,1.9815023686,15.3923611111,17.9314236111,88.8287401575,13,92.9930795848,11.1712598425,27.7249134948,0.639763779528,1.13339145597,3.66256433207,7.25737989913,39.3197129467,73.6480922317,34.3398298106,2.56177285319,44.6583044983,97.0,-7644.0,-77.0,-60.0,164100.0,-172.0,-0.2,22.0324508967,5.69246259814,3.59481556707,9.0,9.0,26573.0,216.0,179.0,1.0,628.0
1908,36081085500,81,40.7596421,-73.8236353,43.4,,155700,974,1178,1473,081,1311,1165,48497,47802,2425,271700,213400,2425,388,2037,2583,2708,1514,1442,469,436,2634,14.4,18.7,3119,4897,1401,1094,873,359,1170,6525,6403,1021,1214,914,2368,085500,158,1240,36,2.0,1.0,1.0,1.0,41.0,24.5,9.5,89.5,2.0,,1250.5,0.953852021358,31.9756097561,35.9268292683,93.883081688,2,80.9961685824,6.11691831204,18.6053639847,0.077429345722,0.0981836033382,5.79020979021,5.52300331248,70.0661696718,76.107821115,29.671227282,2.69072164948,40.367816092,146.0,695.0,-125.0,122.0,58300.0,-72.0,-4.3,14.2745588006,4.33080518411,-0.267206477733,,0.0,210.0,377.0,58.0,0.0,69.0
1909,36081085700,81,40.7570602,-73.8230578,42.7,100645,122670,970,1244,1471,081,1328,1259,37643,33545,1800,259800,310400,1800,364,1436,1895,1953,1488,1497,650,639,2843,19.3,19.8,2286,4368,1311,517,830,444,1266,5803,6415,960,1785,1454,2360,085700,95,1212,36,2.66666666667,0.777777777778,1.0,1.55555555556,48.1111111111,14.0,8.66666666667,78.3333333333,9.0,44.0266841645,1467.38888889,1.10496151272,27.6027713626,30.5750577367,94.9868073879,9,79.1142512494,5.01319261214,30.7599517491,0.474934036939,0.626740947075,6.13394919169,6.77777777778,52.3867178802,71.0164835165,22.0009157509,3.22388888889,48.991900741,69.0,4098.0,-58.0,-612.0,-50600.0,9.0,-0.5,22.6656274357,8.0943243134,0.643828586092,,0.0,185.0,431.0,43.0,0.0,54.0
1910,36081085900,81,40.7549868,-73.8207973,39.2,105560,124225,946,1194,1548,081,1318,1193,36903,34986,1924,250000,234400,1924,652,1272,2241,2147,1438,1469,545,461,3004,43,37.6,2401,4192,936,641,789,458,1368,5457,5537,885,1488,1261,5732,085900,317,1088,36,2.42857142857,1.0,1.0,1.71428571429,60.8571428571,53.2857142857,9.14285714286,94.0,7.0,43.9650145773,1856.14285714,1.40830262302,21.6572769953,25.4366197183,85.854529228,7,80.062305296,14.145470772,27.2677295217,0.312360553324,0.550314465409,6.3264,8.90948571429,52.3357726344,67.3664122137,26.2166030534,2.83627858628,55.0485614807,125.0,1917.0,94.0,-80.0,15600.0,31.0,5.4,22.7740653784,4.49366414335,2.58308571429,2.0,2.0,91.0,197.0,22.0,0.0,63.0
1911,36081086100,81,40.7568129,-73.8178758,42.7,53160,,736,871,1205,081,991,1103,47887,46935,855,276600,397500,855,395,460,922,907,1903,1903,774,583,1112,27.1,26.6,1149,1871,415,378,337,169,572,2490,2422,528,352,220,3649,086100,67,337,36,1.9,0.8,1.0,1.3,79.2,28.2,9.25,92.875,10.0,46.2663185379,2415.6,2.43753784057,12.5126262626,15.2146464646,92.7331887202,10,86.4658634538,7.26681127983,14.1365461847,1.08459869848,2.17391304348,4.29934924078,10.4798264642,52.4248992818,69.4281133084,29.2357028327,2.91228070175,44.6586345382,-112.0,952.0,15.0,68.0,-120900.0,0.0,0.5,9.08340214699,5.05314403775,6.18047722343,2.0,2.0,593.0,128.0,34.0,0.0,42.0
1912,36081086300,81,40.7612685,-73.8199413,39,131375,132525,892,1170,1423,081,1267,1245,32094,32518,2585,197800,227500,2585,430,2155,2775,2749,1570,2068,572,471,3454,50,26.5,3232,5298,1809,774,871,436,1408,6903,7195,885,1805,1784,4793,086300,190,722,36,2.0,1.0,1.0,1.0,30.0,57.0,8.0,73.0,1.0,40.6482054455,915.0,0.722178374112,42.2333333333,47.4333333333,93.1531531532,1,89.5407793713,6.84684684685,26.1480515718,0.036036036036,0.046403712297,7.6865520728,5.55106167846,32.3319632495,73.4239335598,22.838807097,2.67040618956,50.0362161379,22.0,-424.0,26.0,-292.0,-29700.0,498.0,23.5,24.7949965254,1.35305504642,-2.13549039434,,0.0,243.0,817.0,37.0,0.0,51.0
1913,36081086400,81,40.6734229,-73.8315385,33.8,,45995,1040,1194,1419,081,1333,1346,58309,63060,757,415600,452800,757,455,302,819,778,3192,2539,663,748,1190,40.2,50,1267,1794,539,233,442,150,430,2673,2488,544,273,262,2966,086400,62,953,36,,,,,,,,,,,,,,,92.4297924298,0,64.3471754583,7.57020757021,10.2132435466,0.0,0.0,3.84889316651,,47.8444597611,76.0312151616,21.3489409142,3.53104359313,44.5192667415,-13.0,-4751.0,41.0,185.0,-37200.0,-653.0,-9.8,10.5305466238,-0.317303077217,,,0.0,5141.0,69.0,207.0,0.0,325.0
1914,36081086500,81,40.7626727,-73.8251535,48.7,85240,77140,1071,1348,1786,081,1426,1231,36657,27398,1898,425800,341300,1898,288,1610,2216,2143,1193,1380,1001,760,1851,27.5,14.2,2137,3764,1328,799,603,327,707,4310,4063,320,1259,1024,2775,086500,318,873,36,,,,,,,,,,39.8876930276,,,,,85.6498194946,0,79.7447795824,14.3501805054,29.211136891,0.0,0.0,4.01878816346,,55.339673913,81.2167906482,29.9149840595,2.2708113804,42.9466357309,195.0,9259.0,73.0,247.0,84500.0,187.0,13.3,25.2030519321,4.00808495888,,3.0,3.0,1858.0,312.0,144.0,3.0,544.0
1915,36081086900,81,40.7652626,-73.83371,36.2,32135,,1105,1547,1850,081,1681,1511,37083,46650,732,431800,353500,732,168,564,819,744,2350,2325,460,453,1038,50,48.5,911,1549,458,309,322,80,380,2072,1696,325,502,461,750,086900,87,150,36,2.77777777778,1.0,1.33333333333,1.88888888889,105.0,13.0,9.125,93.375,9.0,35.2744237102,3202.5,1.90511600238,16.0095238095,17.619047619,89.3772893773,9,92.7606177606,10.6227106227,24.2277992278,1.0989010989,1.59574468085,4.67160722557,8.89995368226,33.2284946237,75.4680438993,25.1129761136,2.8306010929,50.0965250965,170.0,-9567.0,75.0,376.0,78300.0,-25.0,1.5,27.1816037736,-2.95380454579,4.22834645669,4.0,4.0,1358.0,862.0,135.0,2.0,4046.0
1916,36081087100,81,40.7589796,-73.8332501,33.5,,33075,348,743,1221,081,757,463,25069,16063,867,758200,675000,867,128,739,1144,759,,2611,1001,650,932,48.8,,807,1517,412,302,339,34,430,2285,1982,522,832,729,199,087100,277,213,36,2.33333333333,1.0,1.0,1.16666666667,80.8333333333,7.16666666667,8.83333333333,82.5,6.0,,2465.41666667,3.25682518714,9.36494845361,15.1051546392,75.7867132867,6,90.6783369803,24.2132867133,36.4113785558,0.524475524476,0.811907983762,1.19810076497,3.90200474809,20.0027128814,71.6545814107,22.1489782465,2.63552479815,40.7877461707,294.0,9006.0,385.0,303.0,83200.0,,,36.7810292634,-0.369650707572,2.70390398312,20.0,20.0,71808.0,247.0,663.0,18.0,1471.0
1917,36081088400,81,40.6557283,-73.833707,42.8,,,1124,1400,1734,081,1433,1395,76496,72052,2741,531400,550400,2741,2171,570,3085,2967,2490,2455,811,881,3543,32.5,37.8,3249,5486,1805,710,1743,513,715,7500,7362,1472,555,528,3767,088400,344,6889,36,6.0,1.0,3.0,4.0,150.0,17.0,8.0,88.0,1.0,,4575.0,3.19260293091,9.55333333333,11.56,88.8492706645,1,8.14666666667,11.1507293355,7.4,0.032414910859,0.175438596491,3.23598042906,10.3312006022,64.9151391718,86.9668246445,22.2931097339,2.73622765414,47.24,38.0,4444.0,118.0,138.0,-19000.0,-35.0,-5.3,7.17196414018,0.228035859821,7.09522017313,3.0,3.0,85.0,163.0,289.0,3.0,136.0
1918,36081088901,81,40.772393,-73.828199,45,209445,191710,458,981,1244,081,1033,857,50630,50803,4112,226300,223400,4112,2340,1772,4444,4100,1347,1198,623,543,4712,17.1,18.7,4758,8109,2039,1703,2067,528,1772,10605,9280,1595,1888,1058,2782,088901,332,3023,36,,,,,,,,,,44.0195460277,,,,,92.5292529253,0,71.4945780292,7.47074707471,17.8029231495,0.0,0.0,5.47768448962,,88.0460489705,78.1477370823,27.5126402762,2.57903696498,44.4318717586,176.0,-173.0,344.0,1325.0,2900.0,-149.0,-1.6,11.400862069,6.40206108049,,2.0,2.0,94.0,305.0,39.0,0.0,147.0
1919,36081089200,81,40.6522124,-73.8473336,50.4,147490,143325,,,,081,,1809,86741,92745,2717,671700,673000,2717,2578,139,2898,3026,3103,2681,952,1001,3941,27.7,30.7,3932,6356,2083,1698,1172,489,914,8272,8748,1409,305,695,6203,089200,181,7989,36,2.0,2.0,1.0,1.0,50.0,0.0,,,1.0,37.51017294,1525.0,,,,93.7543133195,1,3.42117988395,6.24568668047,3.68713733075,0.0345065562457,0.719424460432,,2.72443054935,67.4041091632,85.6198867212,34.4084329767,3.04453441296,47.6426499033,,-6004.0,-128.0,-476.0,-1300.0,-422.0,-3.0,7.94467306813,-4.25753573738,,,0.0,18.0,137.0,89.0,0.0,25.0
1920,36081090700,81,40.7733837,-73.8393163,44.8,,,860,1104,1379,081,1302,1115,47857,45398,404,587000,525800,404,233,171,464,515,1911,3094,715,778,584,50,38.8,473,880,351,149,150,31,199,1227,1225,255,176,177,4392,090700,60,683,36,,,,,,,,,,,,,,,87.0689655172,0,44.3357783211,12.9310344828,14.3439282804,0.0,0.0,2.66166950596,,32.2243320405,77.3863636364,20.4545454545,3.03712871287,47.5957620212,187.0,2459.0,-51.0,2.0,61200.0,1183.0,11.2,14.4489795918,-0.105051311478,,,0.0,1134.0,37.0,109.0,0.0,238.0
1921,36081091601,81,40.5599513,-73.9160571,49.3,61070,73375,282,378,738,081,528,725,82230,86941,1584,516100,557300,1584,1534,50,2384,2737,1909,2012,591,598,2088,21,20.3,1466,2899,808,740,678,543,130,4078,4381,990,123,83,1833,091601,800,4031,36,,,,,,,,,,41.6575716235,,,,,66.4429530201,0,1.15252574792,33.5570469799,3.01618440412,0.0,0.0,1.22766905638,,85.1453777336,95.5156950673,44.2566402208,2.57449494949,51.2015693968,-197.0,-4711.0,-353.0,-303.0,-41200.0,103.0,0.7,1.89454462451,1.1216397796,,,0.0,0.0,7.0,7.0,3.0,18.0
1922,36081091602,81,40.5599367,-73.8878455,,,,,,,081,,,,,0,,,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,091602,0,0,36,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,6.0,8.0,0.0,7.0
1923,36081091800,81,40.5671296,-73.8742556,,,,,,,081,,,,,3,,,3,3,0,3,9,,,,,3,,,6,6,0,0,0,6,0,6,9,0,0,0,,091800,0,6,36,,,,,,,,,,,,,,,100.0,0,0.0,0.0,0.0,0.0,,,,,100.0,100.0,2.0,50.0,,,-6.0,-3.0,,,,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,8.0
1924,36081091900,81,40.7783897,-73.849099,42,106005,,1124,1387,1653,081,1570,1509,55613,65597,1708,496700,531800,1708,822,886,1783,1753,2192,2269,606,798,3407,36.8,35,2764,4720,1749,541,1041,292,1097,6444,5974,1127,885,558,3365,091900,75,2116,36,5.0,2.0,2.0,2.0,188.0,0.0,,,1.0,38.3520260492,5734.0,3.65222929936,8.35106382979,8.79255319149,95.7936062815,1,67.1632526381,4.20639371845,13.7337057728,0.0560852495794,0.112866817156,3.79303402456,13.853029998,51.0623255472,76.7584745763,17.6483050847,3.77283372365,52.8708876474,61.0,-9984.0,30.0,470.0,-35100.0,77.0,1.8,9.34047539337,4.39323037944,10.0599959734,,0.0,270.0,211.0,100.0,0.0,127.0
1925,36081092200,81,40.5732483,-73.8597894,47,32230,,1215,2001,2001,081,2001,2001,130114,114375,737,779600,800600,737,640,97,802,825,2420,2766,1001,1001,994,24.7,24.9,850,1487,329,315,336,465,42,2101,2146,484,50,63,6100,092200,65,2101,36,3.0,1.0,1.5,1.5,202.5,5.5,10.0,100.0,2.0,37.9176470588,6176.25,3.08658170915,9.88148148148,9.88148148148,91.8952618454,2,0.0,8.10473815461,2.37981913375,0.249376558603,2.0618556701,3.08004104669,9.50679835813,98.0010243432,97.1755211836,52.4546065905,2.85074626866,47.3108043789,0.0,15739.0,-23.0,-45.0,-21000.0,346.0,-0.2,2.935694315,-0.555875181259,6.42675731144,,0.0,12.0,46.0,6.0,0.0,18.0
1926,36081092500,81,40.7824823,-73.8447664,32.7,,,1078,1255,1565,081,1443,1340,51179,50611,1163,463200,535200,1163,350,813,1213,1307,3725,2863,668,865,1775,50,34.2,1704,2440,901,239,514,122,664,3739,3116,925,768,426,3677,092500,50,1435,36,2.0,1.0,1.0,1.0,90.0,0.0,,,1.0,,2745.0,1.90228690229,16.0333333333,17.3888888889,95.8779884584,1,61.6207542124,4.12201154163,20.5402514041,0.0824402308326,0.123001230012,3.73834196891,7.11139896373,37.2416753988,72.7868852459,14.7950819672,3.21496130696,47.472586253,103.0,568.0,-94.0,623.0,-72000.0,-862.0,15.8,13.6713735558,6.86887784828,3.37305699482,1.0,1.0,443.0,742.0,102.0,3.0,129.0
1927,36081092800,81,40.5731798,-73.8518167,47.4,60215,,1081,1550,2001,081,1550,1353,122917,119954,1224,830400,816300,1224,1145,79,1378,1402,2909,3078,1001,993,1770,24.6,25.5,1488,2413,354,690,617,662,90,3497,3509,875,40,56,5881,092800,154,3479,36,,,,,,,,,,40.4670698925,,,,,88.824383164,0,0.514726908779,11.175616836,1.14383757506,0.0,0.0,2.23988439306,,83.1959335066,96.2702030667,56.0298383755,2.85702614379,50.6148126966,197.0,2963.0,-24.0,-12.0,14100.0,169.0,-0.9,1.59589626674,-0.452058691678,,,0.0,6.0,54.0,1.0,0.0,11.0
1928,36081092900,81,40.7858517,-73.8573275,34,,143225,1084,1281,1488,081,1472,1446,55162,79622,2074,505800,528400,2074,801,1273,2236,2410,2486,2292,804,868,2991,29.2,27.9,2644,3938,1311,690,1005,272,660,6227,6737,1529,500,84,3468,092900,162,1907,36,,,,,,,,,,,,,,,92.7549194991,0,69.3753011081,7.24508050089,8.02954873936,0.0,0.0,3.49228944247,,50.1399796393,83.2402234637,24.4286439817,3.00241080039,48.0327605589,26.0,-24460.0,-174.0,-510.0,-22600.0,-194.0,1.3,1.24684577705,6.78270296231,,,0.0,48.0,327.0,33.0,0.0,122.0
1929,36081093401,81,40.5813729,-73.8465839,45.7,,70480,1102,1298,1634,081,1414,1328,81182,85203,1389,612700,646700,1389,867,522,1697,1819,2911,2570,809,945,1815,24.9,28.9,1487,2714,437,698,662,678,239,3641,4532,761,236,224,5287,093401,308,3360,36,2.0,1.0,1.0,1.0,225.0,3.0,10.0,100.0,1.0,,6862.5,4.85325318246,6.28444444444,7.26222222222,81.8503241014,1,7.71765998352,18.1496758986,6.48173578687,0.0589275191514,0.191570881226,2.76938142647,13.4405092215,65.8090142672,91.1938098747,50.700073692,2.62131029518,49.8489425982,86.0,-4021.0,-122.0,-891.0,-34000.0,-341.0,-4.0,4.94263018535,1.53910560152,10.671127795,1.0,1.0,0.0,50.0,0.0,2.0,15.0
1930,36081093402,81,40.575756,-73.8404911,42.2,74615,,1002,1145,1513,081,1233,1055,83313,79250,1653,463800,594000,1653,969,684,1990,1945,2988,2860,943,876,2140,35.1,32.6,1793,3004,557,537,1180,458,272,4057,3988,845,349,219,4358,093402,337,3467,36,,,,,,,,,,41.6146123815,,,,,83.0653266332,0,14.5427655903,16.9346733668,8.60241557801,0.0,0.0,3.19016817594,,60.6883741259,90.9454061252,33.1225033289,2.45432546884,52.748336209,178.0,4063.0,45.0,69.0,-130200.0,-128.0,2.5,5.49147442327,3.11094115474,,,0.0,24.0,884.0,3.0,3.0,28.0
1931,36081093800,81,40.5797628,-73.8293271,46.6,79625,,775,955,1285,081,1018,1006,42607,42004,2219,373700,281300,2219,554,1665,2581,2642,2509,2735,296,713,2747,50,45.5,1652,4288,1170,545,1159,479,935,5775,4656,1229,582,450,1969,093800,362,4482,36,,,,,,,,,,48.1991525424,,,,,85.9744285161,0,22.3896103896,14.0255714839,10.0779220779,0.0,0.0,3.26893229864,,32.4550578915,78.1949626866,23.8805970149,2.60252365931,47.5670995671,12.0,603.0,-61.0,1119.0,92400.0,226.0,4.5,9.66494845361,0.412973624314,,,0.0,0.0,190.0,1.0,2.0,14.0
