,census_tract,count
1229,36061013800.0,915
1230,36061013900.0,818
1231,36061014000.0,193
1232,36061014200.0,144
1233,36061014300.0,2
1234,36061014401.0,636
1235,36061014402.0,467
1236,36061014500.0,104
1237,36061014601.0,500
1238,36061014602.0,632
1239,36061014700.0,1339
1240,36061014801.0,229
1241,36061014802.0,350
1242,36061014900.0,824
1243,36061015001.0,65
1244,36061015002.0,64
1245,36061015100.0,23
1246,36061015300.0,379
1247,36061015400.0,1510
1248,36061015500.0,31
1249,36061015601.0,1267
1250,36061015602.0,249
1251,36061015700.0,819
1252,36061015801.0,332
1253,36061015802.0,1046
1254,36061015900.0,346
1255,36061016001.0,75
1256,36061016002.0,276
1257,36061016100.0,852
1258,36061016200.0,1019
1259,36061016300.0,420
1260,36061016400.0,1443
1261,36061016500.0,426
1262,36061016600.0,1504
1263,36061016700.0,205
1264,36061016800.0,1138
1265,36061016900.0,724
1266,36061017000.0,518
1267,36061017100.0,202
1268,36061017200.0,982
1269,36061017300.0,1479
1270,36061017401.0,625
1271,36061017402.0,848
1272,36061017500.0,696
1273,36061017700.0,2100
1274,36061017800.0,711
1275,36061017900.0,106
1276,36061018000.0,1340
1277,36061018100.0,768
1278,36061018200.0,1714
1279,36061018300.0,621
1280,36061018400.0,842
1281,36061018500.0,1743
1282,36061018600.0,1858
1283,36061018700.0,135
1284,36061018800.0,1836
1285,36061018900.0,2706
1286,36061019000.0,1300
1287,36061019100.0,549
1288,36061019200.0,997
1289,36061019300.0,2948
1290,36061019400.0,1507
1291,36061019500.0,333
1292,36061019600.0,802
1293,36061019701.0,88
1294,36061019702.0,1143
1295,36061019800.0,294
1296,36061019900.0,277
1297,36061020000.0,796
1298,36061020101.0,260
1299,36061020102.0,726
1300,36061020300.0,62
1301,36061020500.0,99
1302,36061020600.0,1448
1303,36061020701.0,251
1304,36061020800.0,1688
1305,36061020901.0,1227
1306,36061021000.0,919
1307,36061021100.0,471
1308,36061021200.0,853
1309,36061021303.0,3206
1310,36061021400.0,1338
1311,36061021500.0,1359
1312,36061021600.0,2293
1313,36061021703.0,2119
1314,36061021800.0,1789
1315,36061021900.0,709
1316,36061022000.0,1037
1317,36061022102.0,627
1318,36061022200.0,505
1319,36061022301.0,3125
1320,36061022302.0,22
1321,36061022400.0,1360
1322,36061022500.0,165
1323,36061022600.0,1737
1324,36061022700.0,4496
1325,36061022800.0,905
1326,36061022900.0,2294
1327,36061023000.0,2231
1328,36061023100.0,4035
1329,36061023200.0,3172
1330,36061023300.0,150
1331,36061023400.0,2018
1332,36061023501.0,2299
1333,36061023502.0,1854
1334,36061023600.0,1327
1335,36061023700.0,2293
1336,36061023801.0,14
1337,36061023802.0,4
1338,36061023900.0,3450
1339,36061024000.0,11
1340,36061024100.0,886
1341,36061024200.0,196
1342,36061024301.0,1184
1343,36061024302.0,3265
1344,36061024500.0,4118
1345,36061024700.0,808
1346,36061024900.0,1139
1347,36061025100.0,492
1348,36061025300.0,3855
1349,36061025500.0,112
1350,36061025700.0,719
1351,36061025900.0,1733
1352,36061026100.0,2652
1353,36061026300.0,2420
1354,36061026500.0,1938
1355,36061026700.0,813
1356,36061026900.0,2308
1357,36061027100.0,1650
1358,36061027300.0,842
1359,36061027500.0,8
1360,36061027700.0,2414
1361,36061027900.0,3143
1362,36061028100.0,488
1363,36061028300.0,2462
1364,36061028500.0,5331
1365,36061028700.0,228
1366,36061029100.0,5604
1367,36061029300.0,2816
1368,36061029500.0,2177
1369,36061029700.0,4
1370,36061029900.0,169
1371,36061030300.0,763
1372,36061030700.0,724
1373,36061030900.0,2192
1374,36061031100.0,97
1375,36061031703.0,31
1376,36061031704.0,97
1377,36061031900.0,31
1378,36081000100.0,6
1379,36081000200.0,770
1380,36081000400.0,616
1381,36081000600.0,728
1382,36081000700.0,614
1383,36081000800.0,330
1384,36081001000.0,569
1385,36081001200.0,465
1386,36081001400.0,652
1387,36081001600.0,562
1388,36081001800.0,476
1389,36081001900.0,213
1390,36081002000.0,189
1391,36081002200.0,360
1392,36081002400.0,476
1393,36081002500.0,2434
1394,36081002600.0,249
1395,36081002800.0,453
1396,36081003000.0,175
1397,36081003100.0,127
1398,36081003200.0,325
1399,36081003300.0,256
1400,36081003400.0,167
1401,36081003600.0,260
1402,36081003700.0,25
1403,36081003800.0,395
1404,36081003900.0,114
1405,36081004001.0,227
1406,36081004002.0,258
1407,36081004200.0,525
1408,36081004300.0,930
1409,36081004401.0,264
1410,36081004500.0,248
1411,36081004700.0,740
1412,36081005000.0,150
1413,36081005100.0,483
1414,36081005200.0,468
1415,36081005300.0,752
1416,36081005400.0,429
1417,36081005500.0,153
1418,36081005700.0,534
1419,36081005800.0,407
1420,36081005900.0,342
1421,36081006100.0,446
1422,36081006201.0,414
1423,36081006202.0,952
1424,36081006300.0,449
1425,36081006501.0,406
1426,36081006502.0,234
1427,36081006900.0,391
1428,36081007100.0,282
1429,36081007300.0,460
1430,36081007500.0,813
1431,36081007700.0,119
1432,36081007900.0,199
1433,36081008100.0,326
1434,36081008300.0,418
1435,36081008500.0,46
1436,36081008600.0,248
1437,36081008700.0,1619
1438,36081008800.0,283
1439,36081009100.0,251
1440,36081009400.0,658
1441,36081009500.0,143
1442,36081009600.0,560
1443,36081009700.0,202
1444,36081009800.0,752
1445,36081009900.0,37
1446,36081010000.0,547
1447,36081010100.0,155
1448,36081010200.0,650
1449,36081010300.0,273
1450,36081010400.0,802
1451,36081010500.0,520
1452,36081010600.0,946
1453,36081010800.0,477
1454,36081011000.0,772
1455,36081011100.0,312
1456,36081011200.0,386
1457,36081011300.0,380
1458,36081011400.0,598
1459,36081011500.0,215
1460,36081011600.0,602
1461,36081011700.0,296
1462,36081011800.0,433
1463,36081011900.0,226
1464,36081012000.0,397
1465,36081012100.0,185
1466,36081012200.0,387
1467,36081012301.0,73
1468,36081012400.0,263
1469,36081012500.0,287
1470,36081012601.0,229
1471,36081012602.0,406
1472,36081012800.0,264
1473,36081013000.0,84
1474,36081013200.0,216
1475,36081013400.0,1708
1476,36081013500.0,161
1477,36081013600.0,454
1478,36081013700.0,25
1479,36081013800.0,350
1480,36081014000.0,298
1481,36081014100.0,76
1482,36081014201.0,295
1483,36081014202.0,379
1484,36081014300.0,616
1485,36081014400.0,297
1486,36081014500.0,148
1487,36081014700.0,223
1488,36081014800.0,249
1489,36081014900.0,314
1490,36081015000.0,1207
1491,36081015100.0,202
1492,36081015200.0,420
1493,36081015300.0,147
1494,36081015400.0,468
1495,36081015500.0,288
1496,36081015600.0,329
1497,36081015700.0,223
1498,36081015801.0,539
1499,36081015802.0,982
1500,36081015900.0,492
1501,36081016100.0,306
1502,36081016300.0,629
1503,36081016400.0,622
1504,36081016600.0,904
1505,36081016800.0,578
1506,36081016900.0,375
1507,36081017000.0,246
1508,36081017100.0,11
1509,36081017200.0,269
1510,36081017400.0,310
1511,36081017600.0,452
1512,36081017800.0,379
1513,36081017900.0,10
1514,36081018000.0,370
1515,36081018101.0,611
1516,36081018102.0,469
1517,36081018200.0,361
1518,36081018300.0,835
1519,36081018401.0,613
1520,36081018402.0,314
1521,36081018501.0,281
1522,36081018502.0,556
1523,36081018600.0,219
1524,36081018700.0,99
1525,36081018800.0,99
1526,36081018900.0,1125
1527,36081019000.0,336
1528,36081019200.0,409
1529,36081019400.0,288
1530,36081019600.0,346
1531,36081019800.0,553
1532,36081019900.0,15
1533,36081020200.0,277
1534,36081020400.0,170
1535,36081020500.0,117
1536,36081020600.0,286
1537,36081020800.0,121
1538,36081021200.0,357
1539,36081021400.0,963
1540,36081021600.0,279
1541,36081021900.0,2
1542,36081022001.0,577
1543,36081022002.0,825
1544,36081022900.0,8
1545,36081023000.0,153
1546,36081023200.0,141
1547,36081023500.0,653
1548,36081023600.0,301
1549,36081023800.0,1016
1550,36081024000.0,490
1551,36081024300.0,177
1552,36081024500.0,386
1553,36081024600.0,9
1554,36081024700.0,216
1555,36081024900.0,506
1556,36081025100.0,505
1557,36081025301.0,853
1558,36081025302.0,623
1559,36081025400.0,932
1560,36081025500.0,95
1561,36081025700.0,95
1562,36081025800.0,839
1563,36081025900.0,437
1564,36081026000.0,392
1565,36081026100.0,466
1566,36081026200.0,194
1567,36081026300.0,623
1568,36081026400.0,232
1569,36081026500.0,329
1570,36081026600.0,201
1571,36081026700.0,519
1572,36081026901.0,454
1573,36081026902.0,747
1574,36081027000.0,147
1575,36081027100.0,648
1576,36081027200.0,183
1577,36081027300.0,1189
1578,36081027400.0,165
1579,36081027500.0,761
1580,36081027600.0,310
1581,36081027700.0,1073
1582,36081027800.0,622
1583,36081027900.0,693
1584,36081028000.0,141
1585,36081028100.0,774
1586,36081028200.0,212
1587,36081028300.0,804
1588,36081028400.0,201
1589,36081028500.0,500
1590,36081028700.0,502
1591,36081028800.0,180
1592,36081028900.0,868
1593,36081029100.0,414
1594,36081029300.0,193
1595,36081029400.0,365
1596,36081029500.0,422
1597,36081029700.0,143
1598,36081029900.0,21
1599,36081030600.0,344
1600,36081030902.0,622
1601,36081030903.0,487
1602,36081030904.0,255
1603,36081031700.0,284
1604,36081032000.0,490
1605,36081032700.0,751
1606,36081032800.0,286
1607,36081032900.0,256
1608,36081033000.0,403
1609,36081033100.0,1
1610,36081033401.0,209
1611,36081033402.0,317
1612,36081033700.0,272
1613,36081033900.0,346
1614,36081034700.0,389
1615,36081035100.0,900
1616,36081035200.0,151
1617,36081035300.0,315
1618,36081035700.0,510
1619,36081035800.0,258
1620,36081036100.0,550
1621,36081036300.0,424
1622,36081036500.0,361
1623,36081036600.0,261
1624,36081036700.0,258
1625,36081036800.0,220
1626,36081037100.0,107
1627,36081037300.0,1290
1628,36081037500.0,771
1629,36081037600.0,253
1630,36081037700.0,681
1631,36081037900.0,882
1632,36081038100.0,1100
1633,36081038301.0,43
1634,36081038302.0,5
1635,36081038400.0,221
1636,36081039400.0,259
1637,36081039800.0,122
1638,36081039900.0,350
1639,36081040000.0,76
1640,36081040100.0,401
1641,36081040200.0,117
1642,36081040300.0,807
1643,36081040400.0,513
1644,36081040500.0,199
1645,36081040700.0,426
1646,36081040900.0,252
1647,36081041100.0,552
1648,36081041300.0,676
1649,36081041400.0,383
1650,36081041500.0,497
1651,36081042400.0,104
1652,36081042700.0,523
1653,36081043200.0,108
1654,36081043400.0,145
1655,36081043701.0,363
1656,36081043702.0,1003
1657,36081043900.0,399
1658,36081044000.0,535
1659,36081044301.0,630
1660,36081044302.0,477
1661,36081044400.0,183
1662,36081044601.0,177
1663,36081044602.0,600
1664,36081044800.0,71
1665,36081045000.0,128
1666,36081045200.0,95
1667,36081045400.0,264
1668,36081045500.0,519
1669,36081045600.0,114
1670,36081045700.0,220
1671,36081045800.0,355
1672,36081045900.0,248
1673,36081046000.0,812
1674,36081046100.0,188
1675,36081046200.0,1042
1676,36081046300.0,278
1677,36081046400.0,59
1678,36081046500.0,609
1679,36081046600.0,222
1680,36081046700.0,1422
1681,36081046800.0,453
1682,36081046900.0,1198
1683,36081047000.0,764
1684,36081047100.0,677
1685,36081047200.0,331
1686,36081047300.0,441
1687,36081047500.0,276
1688,36081047600.0,53
1689,36081047800.0,223
1690,36081047900.0,596
1691,36081048000.0,567
1692,36081048100.0,593
1693,36081048200.0,470
1694,36081048300.0,314
1695,36081048400.0,422
1696,36081048500.0,107
1697,36081048900.0,248
1698,36081049200.0,1010
1699,36081049301.0,147
1700,36081049302.0,161
1701,36081049500.0,83
1702,36081049600.0,426
1703,36081049700.0,209
1704,36081049900.0,231
1705,36081050000.0,469
1706,36081050201.0,210
1707,36081050202.0,264
1708,36081050400.0,178
1709,36081050500.0,224
1710,36081050600.0,128
1711,36081050700.0,125
1712,36081050800.0,114
1713,36081051000.0,173
1714,36081051100.0,92
1715,36081051200.0,210
1716,36081051300.0,164
1717,36081051500.0,214
1718,36081051600.0,243
1719,36081051700.0,115
1720,36081051800.0,180
1721,36081052000.0,71
1722,36081052100.0,242
1723,36081052200.0,108
1724,36081052400.0,157
1725,36081052500.0,230
1726,36081052600.0,138
1727,36081052800.0,204
1728,36081053000.0,330
1729,36081053100.0,114
1730,36081053200.0,102
1731,36081053401.0,167
1732,36081053500.0,5
1733,36081053601.0,124
1734,36081053800.0,165
1735,36081053900.0,421
1736,36081054000.0,416
1737,36081054200.0,508
1738,36081054500.0,721
1739,36081054700.0,693
1740,36081054800.0,425
1741,36081054900.0,671
1742,36081055100.0,464
1743,36081055200.0,158
1744,36081055300.0,320
1745,36081055400.0,206
1746,36081055500.0,443
1747,36081055600.0,253
1748,36081055700.0,319
1749,36081055800.0,278
1750,36081055900.0,122
1751,36081056000.0,261
1752,36081056200.0,143
1753,36081056400.0,226
1754,36081056500.0,409
1755,36081056600.0,375
1756,36081056700.0,297
1757,36081056800.0,200
1758,36081057700.0,222
1759,36081057900.0,264
1760,36081058000.0,212
1761,36081058100.0,264
1762,36081058200.0,218
1763,36081058300.0,174
1764,36081058500.0,222
1765,36081058700.0,394
1766,36081058900.0,466
1767,36081059000.0,107
1768,36081059100.0,475
1769,36081059200.0,54
1770,36081059300.0,529
1771,36081059400.0,65
1772,36081059500.0,454
1773,36081059600.0,108
1774,36081059800.0,79
1775,36081059900.0,87
1776,36081060000.0,41
1777,36081060100.0,115
1778,36081060300.0,156
1779,36081060600.0,123
1780,36081060701.0,8
1781,36081060800.0,106
1782,36081061000.0,59
1783,36081061200.0,50
1784,36081061301.0,329
1785,36081061400.0,43
1786,36081061601.0,89
1787,36081061602.0,53
1788,36081061800.0,78
1789,36081061900.0,180
1790,36081062000.0,74
1791,36081062100.0,178
1792,36081062200.0,63
1793,36081062300.0,152
1794,36081062400.0,14
1795,36081062500.0,203
1796,36081062600.0,119
1797,36081062700.0,146
1798,36081062900.0,199
1799,36081063000.0,139
1800,36081063200.0,94
1801,36081063301.0,91
1802,36081063302.0,96
1803,36081063500.0,107
1804,36081063700.0,114
1805,36081063800.0,281
1806,36081063900.0,182
1807,36081064101.0,99
1808,36081064102.0,16
1809,36081064500.0,44
1810,36081064600.0,103
1811,36081065000.0,102
1812,36081065400.0,340
1813,36081065600.0,380
1814,36081065702.0,64
1815,36081065703.0,127
1816,36081065900.0,94
1817,36081066000.0,705
1818,36081066100.0,38
1819,36081066300.0,24
1820,36081066400.0,168
1821,36081066501.0,62
1822,36081066701.0,126
1823,36081066900.0,72
1824,36081067100.0,30
1825,36081067700.0,62
1826,36081067900.0,385
1827,36081068000.0,225
1828,36081068200.0,90
1829,36081068300.0,304
1830,36081068700.0,326
1831,36081069000.0,494
1832,36081069300.0,463
1833,36081069400.0,220
1834,36081069500.0,160
1835,36081069701.0,657
1836,36081069702.0,71
1837,36081070300.0,135
1838,36081070700.0,92
1839,36081070900.0,305
1840,36081071100.0,223
1841,36081071303.0,745
1842,36081071304.0,432
1843,36081071305.0,209
1844,36081071306.0,659
1845,36081071701.0,253
1846,36081071702.0,50
1847,36081071900.0,496
1848,36081072100.0,472
1849,36081072300.0,25
1850,36081072900.0,42
1851,36081073100.0,56
1852,36081073700.0,233
1853,36081073900.0,180
1854,36081074100.0,133
1855,36081074300.0,343
1856,36081074500.0,329
1857,36081074700.0,143
1858,36081074900.0,17
1859,36081075701.0,204
1860,36081075702.0,390
1861,36081076901.0,278
1862,36081076902.0,385
1863,36081077300.0,74
1864,36081077500.0,225
1865,36081077902.0,242
1866,36081077903.0,168
1867,36081077904.0,289
1868,36081077905.0,105
1869,36081077906.0,253
1870,36081077907.0,203
1871,36081077908.0,332
1872,36081078800.0,546
1873,36081079000.0,290
1874,36081079200.0,181
1875,36081079300.0,65
1876,36081079701.0,360
1877,36081079702.0,131
1878,36081079900.0,104
1879,36081080301.0,249
1880,36081080302.0,107
1881,36081080900.0,139
1882,36081081400.0,491
1883,36081081800.0,653
1884,36081083700.0,202
1885,36081083800.0,303
1886,36081084000.0,1096
1887,36081084500.0,409
1888,36081084601.0,237
1889,36081084602.0,143
1890,36081084900.0,434
1891,36081085300.0,216
1892,36081085500.0,377
1893,36081085700.0,431
1894,36081085900.0,197
1895,36081086100.0,128
1896,36081086300.0,817
1897,36081086400.0,69
1898,36081086500.0,312
1899,36081086900.0,862
1900,36081087100.0,247
1901,36081088400.0,163
1902,36081088901.0,305
1903,36081089200.0,137
1904,36081090700.0,37
1905,36081091601.0,7
1906,36081091602.0,6
1907,36081091800.0,1
1908,36081091900.0,211
1909,36081092200.0,46
1910,36081092500.0,742
1911,36081092800.0,54
1912,36081092900.0,327
1913,36081093401.0,50
1914,36081093402.0,884
1915,36081093800.0,190
1916,36081093900.0,316
1917,36081094201.0,576
1918,36081094202.0,492
1919,36081094203.0,538
1920,36081094500.0,57
1921,36081094700.0,630
1922,36081095400.0,502
1923,36081096400.0,692
1924,36081097202.0,104
1925,36081097203.0,3
1926,36081097204.0,886
1927,36081097300.0,65
1928,36081098100.0,125
1929,36081098700.0,122
1930,36081099100.0,113
1931,36081099200.0,815
1932,36081099701.0,76
1933,36081099703.0,47
1934,36081099704.0,462
1935,36081099705.0,74
1936,36081099801.0,1264
1937,36081099802.0,196
1938,36081100801.0,227
1939,36081100802.0,537
1940,36081101001.0,799
1941,36081101002.0,429
1942,36081101700.0,209
1943,36081102900.0,107
1944,36081103201.0,845
1945,36081103202.0,940
1946,36081103300.0,154
1947,36081103900.0,307
1948,36081104700.0,149
1949,36081105900.0,35
1950,36081107201.0,58
1951,36081108500.0,60
1952,36081109300.0,22
1953,36081109700.0,49
1954,36081109900.0,59
1955,36081111300.0,29
1956,36081112300.0,135
1957,36081112900.0,52
1958,36081113300.0,53
1959,36081113900.0,287
1960,36081114100.0,76
1961,36081114700.0,81
1962,36081115100.0,26
1963,36081115500.0,217
1964,36081115700.0,190
1965,36081115900.0,79
1966,36081116100.0,764
1967,36081116300.0,296
1968,36081116700.0,69
1969,36081117100.0,442
1970,36081117500.0,154
1971,36081118100.0,69
1972,36081118500.0,352
1973,36081118700.0,172
1974,36081118900.0,49
1975,36081119100.0,213
1976,36081119300.0,66
1977,36081119500.0,54
1978,36081119900.0,85
1979,36081120100.0,94
1980,36081120300.0,33
1981,36081120500.0,41
1982,36081120700.0,67
1983,36081121100.0,31
1984,36081121500.0,195
1985,36081122300.0,159
1986,36081122701.0,562
1987,36081122702.0,2363
1988,36081124100.0,119
1989,36081124700.0,153
1990,36081125700.0,614
1991,36081126500.0,365
1992,36081126700.0,122
1993,36081127700.0,124
1994,36081128300.0,39
1995,36081129102.0,59
1996,36081129103.0,114
1997,36081129104.0,103
1998,36081130100.0,143
1999,36081133300.0,65
2000,36081133900.0,148
2001,36081134100.0,169
2002,36081134700.0,512
2003,36081136700.0,101
2004,36081137700.0,133
2005,36081138501.0,80
2006,36081138502.0,64
2007,36081139900.0,42
2008,36081140300.0,17
2009,36081140901.0,38
2010,36081140902.0,47
2011,36081141700.0,74
2012,36081142900.0,91
2013,36081143500.0,39
2014,36081144100.0,73
2015,36081144700.0,86
2016,36081145101.0,22
2017,36081145102.0,105
2018,36081145900.0,126
2019,36081146300.0,94
2020,36081146700.0,210
2021,36081147100.0,99
2022,36081147900.0,136
2023,36081148300.0,72
2024,36081150701.0,35
2025,36081150702.0,66
2026,36081152901.0,92
2027,36081152902.0,77
2028,36081155101.0,14
2029,36081155102.0,133
2030,36081156700.0,26
2031,36081157101.0,137
2032,36081157102.0,50
2033,36081157901.0,127
2034,36081157902.0,167
2035,36081157903.0,137
2036,36081161700.0,178
2037,36081162100.0,228
2038,36085000300.0,21
2039,36085000600.0,37
2040,36085000700.0,616
2041,36085000800.0,364
2042,36085000900.0,1149
2043,36085001100.0,785
2044,36085001700.0,912
2045,36085002001.0,74
2046,36085002002.0,210
2047,36085002100.0,9
2048,36085002700.0,925
2049,36085002900.0,2101
2050,36085003300.0,236
2051,36085003600.0,241
2052,36085003900.0,175
2053,36085004000.0,1600
2054,36085004700.0,152
2055,36085005000.0,195
2056,36085005900.0,114
2057,36085006400.0,496
2058,36085006700.0,152
2059,36085007000.0,80
2060,36085007400.0,189
2061,36085007500.0,228
2062,36085007700.0,299
2063,36085008100.0,639
2064,36085008900.0,22
2065,36085009601.0,197
2066,36085009602.0,217
2067,36085009700.0,276
2068,36085010500.0,445
2069,36085011201.0,76
2070,36085011202.0,212
2071,36085011401.0,983
2072,36085011402.0,220
2073,36085012100.0,78
2074,36085012200.0,133
2075,36085012500.0,487
2076,36085012804.0,349
2077,36085012805.0,19
2078,36085012806.0,245
2079,36085013201.0,128
2080,36085013203.0,248
2081,36085013204.0,78
2082,36085013301.0,1423
2083,36085013302.0,406
2084,36085013400.0,169
2085,36085013800.0,290
2086,36085014100.0,566
2087,36085014604.0,224
2088,36085014605.0,150
2089,36085014606.0,167
2090,36085014607.0,183
2091,36085014608.0,162
2092,36085014700.0,61
2093,36085015100.0,155
2094,36085015400.0,10
2095,36085015601.0,143
2096,36085015602.0,132
2097,36085015603.0,58
2098,36085016901.0,107
2099,36085017005.0,109
2100,36085017007.0,124
2101,36085017008.0,342
2102,36085017009.0,84
2103,36085017010.0,275
2104,36085017011.0,122
2105,36085017012.0,89
2106,36085017300.0,477
2107,36085017600.0,75
2108,36085017700.0,92
2109,36085018100.0,1
2110,36085018701.0,165
2111,36085018702.0,245
2112,36085018901.0,338
2113,36085018902.0,113
2114,36085019700.0,189
2115,36085019800.0,108
2116,36085020100.0,177
2117,36085020700.0,543
2118,36085020801.0,219
2119,36085020803.0,284
2120,36085020804.0,178
2121,36085021300.0,762
2122,36085022300.0,196
2123,36085022600.0,137
2124,36085022800.0,58
2125,36085023100.0,321
2126,36085023900.0,345
2127,36085024401.0,269
2128,36085024402.0,93
2129,36085024700.0,308
2130,36085024800.0,147
2131,36085025100.0,134
2132,36085027301.0,44
2133,36085027302.0,54
2134,36085027702.0,162
2135,36085027704.0,155
2136,36085027705.0,238
2137,36085027706.0,210
2138,36085027900.0,40
2139,36085029102.0,47
2140,36085029103.0,148
2141,36085029104.0,349
2142,36085030301.0,358
2143,36085030302.0,363
2144,36085031901.0,658
2145,36085031902.0,630
2146,36085032300.0,80
2147,nan,3091
