,census_tract,day_of_week,Pickup_longitude,Pickup_latitude,Passenger_count,Trip_distance,Total_amount,year,ride
1028,36047112400,126,-3622.5297317504883,1997.1928596496582,65,120.53,605.3500000000001,98686,49
1029,36047112600,345,-16042.937622070312,8844.49137878418,331,642.5400000000002,3146.36,437038,217
1030,36047112800,281,-10720.368354797363,5910.03536605835,211,395.86000000000007,2005.21,292030,145
1031,36047113000,248,-7984.714706420898,4401.31107711792,140,318.2999999999999,1604.4199999999996,217512,108
1032,36047113200,166,-4953.185096740723,2731.0061836242676,101,221.86999999999995,1032.2,134938,67
1033,36047113400,260,-9241.54973602295,5094.8458251953125,170,405.5699999999999,1889.2300000000005,251750,125
1034,36047114201,351,-14194.112670898438,7825.461753845215,280,619.5999999999999,2934.89,386688,192
1035,36047114202,169,-3992.376777648926,2200.54434967041,88,175.36999999999998,801.88,108756,54
1036,36047114400,442,-36597.340995788574,20174.965450286865,740,1610.0100000000002,7543.660000000003,996930,495
1037,36047114600,200,-5249.406158447266,2893.3805656433105,114,223.02,1070.47,142994,71
1038,36047115000,269,-8577.244316101074,4726.255462646484,155,317.2799999999999,1600.31,233624,116
1039,36047115200,305,-12272.65396118164,6766.878559112549,239,471.51,2324.3999999999996,334324,166
1040,36047115600,382,-17670.568328857422,9740.561813354492,352,728.0000000000003,3465.4999999999995,481346,239
1041,36047115800,173,-6210.727912902832,3423.4789123535156,104,304.82,1387.3999999999999,169176,84
1042,36047116000,328,-13898.35294342041,7662.758411407471,282,528.1499999999997,2627.0299999999993,378632,188
1043,36047116200,59,-1330.8805770874023,733.4565162658691,27,66.73999999999998,294.87,36252,18
1044,36047116400,92,-2143.918830871582,1182.183895111084,31,83.07,396.8,58406,29
1045,36047116600,200,-5766.348159790039,3179.748977661133,96,235.23000000000013,1139.73,157092,78
1046,36047116800,252,-8500.91633605957,4687.162830352783,150,334.64000000000004,1658.7900000000002,231610,115
1047,36047117000,353,-15008.498390197754,8271.542861938477,269,586.5699999999999,2916.2999999999997,408842,203
1048,36047117201,79,-1774.40966796875,978.3953285217285,29,61.760000000000005,300.59999999999997,48336,24
1049,36047117202,93,-2218.0462036132812,1222.3490905761719,43,93.62000000000002,463.5900000000001,60420,30
1050,36047117400,217,-5840.582473754883,3219.8998413085938,98,253.52000000000007,1211.36,159106,79
1051,36047117601,59,-1330.78173828125,733.5063858032227,25,70.85,319.04999999999995,36252,18
1052,36047117602,31,-591.5040740966797,325.8887596130371,9,21.77,96.25,16112,8
1053,36047117800,109,-2661.3504333496094,1467.0479049682617,51,114.81000000000002,530.12,72504,36
1054,36047118000,15,-443.6179656982422,244.61981582641602,14,24.43,107.3,12084,6
1055,36047118201,115,-3253.123733520508,1793.6304016113281,57,116.27,572.7600000000001,88616,44
1056,36047118202,118,-3179.582450866699,1752.8723373413086,64,103.11,568.6800000000001,86602,43
1057,36047118400,192,-5618.282356262207,3098.1483421325684,121,208.44999999999996,1050.85,153064,76
1058,36047118600,181,-5323.286926269531,2933.9496726989746,92,198.56,964.2299999999999,145008,72
1059,36047118800,324,-14935.3851852417,8232.82721710205,265,707.2399999999998,3346.68,406828,202
1060,36047119000,279,-8650.023422241211,4769.129497528076,162,395.3599999999999,1859.1499999999996,235638,117
1061,36047119200,331,-11312.444961547852,6236.435806274414,226,455.96,2202.66,308142,153
1062,36047119400,207,-5323.353050231934,2934.1279487609863,107,261.88,1192.55,145008,72
1063,36047119600,497,-119032.45806121826,65617.49557113647,2329,4709.08,22960.139999999992,3242540,1610
1064,36047119800,436,-31790.95809173584,17526.254817962646,632,1304.22,6325.55,866020,430
1065,36047120000,272,-9759.143508911133,5380.784729003906,193,384.51999999999987,1866.09,265848,132
1066,36047120200,130,-5101.70076751709,2812.219268798828,110,181.45000000000002,866.51,138966,69
1067,36047120800,269,-11606.914009094238,6398.7805252075195,230,491.7100000000001,2366.7700000000004,316198,157
1068,36047121000,410,-20109.46608734131,11085.368644714355,363,818.9900000000002,3950.6,547808,272
1069,36047121400,415,-21219.255897521973,11696.815525054932,458,930.6500000000004,4467.070000000002,578018,287
1070,36047122000,122,-3179.135757446289,1752.4958839416504,67,116.62,560.6800000000001,86602,43
1071,36047123700,504,-320868.16242980957,176883.28256225586,6227,13156.159999999998,63615.02999999999,8740760,4340
1072,36047150200,441,-26540.82112121582,14629.670883178711,493,1057.8,5234.670000000001,723026,359
1073,36047152200,443,-38667.9206237793,21316.354682922363,745,1538.8300000000006,7612.400000000001,1053322,523
1074,36061000100,219,-7466.752540588379,4116.2430419921875,154,289.30000000000007,1352.66,203414,101
1075,36061000201,11,-295.73680877685547,163.1427993774414,7,9.23,47.9,8056,4
1076,36061000202,53,-1404.5329666137695,774.659595489502,29,50.14,253.60000000000002,38266,19
1077,36061000600,122,-3031.4111709594727,1671.0222244262695,57,128.31999999999996,616.13,82574,41
1078,36061000700,18,-443.5781555175781,244.48443603515625,6,15.139999999999999,83.0,12084,6
1079,36061000900,50,-1330.8051376342773,733.908878326416,24,44.129999999999995,223.23,36252,18
1080,36061001001,404,-25728.15478515625,14183.339839935303,494,1119.1,5413.469999999998,700872,348
1081,36061001002,19,-443.5645751953125,244.35009384155273,7,19.220000000000002,103.85000000000001,12084,6
1082,36061001300,15,-443.68030548095703,244.5492286682129,6,17.470000000000002,79.0,12084,6
1083,36061001401,54,-1330.9046096801758,733.6926612854004,19,65.49,294.53,36252,18
1084,36061001402,110,-2661.7322158813477,1467.348201751709,59,127.01000000000002,554.9300000000001,72504,36
1085,36061001501,44,-887.0282211303711,488.9840278625488,17,35.49,183.98000000000002,24168,12
1086,36061001600,55,-1330.4104919433594,733.4803733825684,30,74.01,324.95,36252,18
1087,36061001800,104,-2587.4460830688477,1426.373966217041,47,83.08000000000003,479.45,70490,35
1088,36061002000,24,-443.62701416015625,244.36432647705078,6,16.259999999999998,78.3,12084,6
1089,36061002100,142,-3474.6044006347656,1916.155044555664,66,194.64000000000004,815.2099999999999,94658,47
1090,36061002500,279,-9167.908332824707,5053.527923583984,165,361.0,1778.1999999999998,249736,124
1091,36061002601,22,-443.68338775634766,244.42229080200195,7,16.45,77.5,12084,6
1092,36061002800,5,-73.92156219482422,40.70572280883789,1,1.02,8.0,2014,1
1093,36061003001,35,-1183.1151657104492,652.0238571166992,19,87.27,361.99999999999994,32224,16
1094,36061003002,58,-1330.730239868164,733.8134651184082,19,48.25,250.17000000000002,36252,18
1095,36061003100,67,-1626.4252319335938,896.8905830383301,35,47.269999999999996,251.0,44308,22
1096,36061003200,112,-3031.270965576172,1670.9784698486328,62,117.80999999999999,575.0100000000001,82574,41
1097,36061003300,21,-443.4963150024414,244.6874008178711,8,21.96,98.28,12084,6
1098,36061003400,76,-1774.1528778076172,978.5755844116211,46,108.96,456.25,48336,24
1099,36061003601,71,-1848.029396057129,1019.2652473449707,32,72.96,350.42999999999995,50350,25
1100,36061003602,56,-1331.2153015136719,733.1772537231445,23,46.269999999999996,238.57,36252,18
1101,36061003700,86,-1996.5212936401367,1100.0565719604492,53,69.67999999999999,374.29999999999995,54378,27
1102,36061003800,20,-517.5126495361328,285.12016677856445,7,22.09,96.10000000000001,14098,7
1103,36061003900,33,-887.0477905273438,488.96400451660156,20,53.79,258.95,24168,12
1104,36061004000,98,-2144.2399291992188,1182.1459274291992,44,116.29,522.4799999999999,58406,29
1105,36061004100,66,-1774.3075561523438,978.4469184875488,37,99.39999999999998,445.8,48336,24
1106,36061004200,41,-887.0587997436523,488.9448928833008,21,43.99,191.8,24168,12
1107,36061004300,126,-2957.090980529785,1630.7252464294434,65,133.06,715.5600000000001,80560,40
1108,36061004500,30,-813.2720336914062,448.51890563964844,15,37.64,177.20000000000002,22154,11
1109,36061004700,54,-1330.9015731811523,733.6775550842285,31,39.02,205.42000000000002,36252,18
1110,36061004800,54,-1331.0723114013672,733.6039047241211,34,52.050000000000004,292.95,36252,18
1111,36061004900,18,-443.7361297607422,244.40822219848633,13,28.85,145.8,12084,6
1112,36061005200,40,-887.10107421875,488.7754936218262,16,42.41,243.64999999999998,24168,12
1113,36061005400,18,-443.65348052978516,244.9029998779297,6,20.470000000000002,92.83000000000001,12084,6
1114,36061005501,42,-887.1227264404297,488.59402084350586,21,51.080000000000005,246.04999999999998,24168,12
1115,36061005600,49,-1330.8972473144531,733.5421409606934,26,56.790000000000006,285.38,36252,18
1116,36061005800,88,-2143.9639892578125,1181.751609802246,36,75.55,380.03999999999996,58406,29
1117,36061005900,19,-443.55887603759766,244.50768661499023,11,28.3,116.88,12084,6
1118,36061006000,20,-443.70252227783203,244.56947708129883,10,21.6,93.33,12084,6
1119,36061006100,21,-443.6716766357422,244.72371292114258,11,16.77,89.23,12084,6
1120,36061006200,21,-443.61022186279297,244.52198791503906,7,17.12,84.6,12084,6
1121,36061006300,88,-2218.46728515625,1222.7685585021973,43,82.49,411.56,60420,30
1122,36061006400,56,-1330.7921447753906,733.4976234436035,36,62.830000000000005,283.25,36252,18
1123,36061006500,74,-1774.3649291992188,978.1854362487793,27,73.89999999999999,348.89,48336,24
1124,36061006700,30,-960.8107070922852,530.1297836303711,16,39.42,177.9,26182,13
1125,36061006800,62,-1330.8088912963867,733.859447479248,24,59.46000000000001,289.49999999999994,36252,18
1126,36061006900,221,-7910.8804931640625,4361.277885437012,155,341.8599999999999,1678.11,215498,107
1127,36061007000,42,-886.8249588012695,489.2955741882324,12,32.55,147.8,24168,12
1128,36061007100,5,-73.94327545166014,40.82099151611328,1,3.59,17.5,2014,1
1129,36061007200,15,-443.56434631347656,244.52817916870117,10,27.830000000000002,103.5,12084,6
1130,36061007300,94,-2217.9576873779297,1223.217170715332,50,109.14,541.19,60420,30
1131,36061007400,61,-1774.3235092163086,977.9395294189453,36,60.65,334.82,48336,24
1132,36061007500,143,-3475.620880126953,1914.8459167480469,56,143.96999999999997,754.0800000000002,94658,47
1133,36061007600,17,-443.6690368652344,244.5352897644043,7,20.459999999999997,90.0,12084,6
1134,36061007700,33,-887.1716537475586,489.08355712890625,12,26.52,147.95,24168,12
1135,36061007800,40,-887.1933441162109,489.17428970336914,28,23.430000000000003,132.72,24168,12
1136,36061007900,179,-3991.9760665893555,2200.58109664917,85,185.02999999999997,828.88,108756,54
1137,36061008000,126,-3549.180648803711,1956.5419273376465,60,138.07000000000005,660.75,96672,48
1138,36061008200,25,-443.53531646728516,244.52768325805664,6,20.939999999999998,103.63,12084,6
1139,36061008300,102,-2661.833511352539,1466.4476013183594,44,101.62999999999997,548.4199999999998,72504,36
1140,36061008400,94,-2661.6915969848633,1467.1200714111328,41,90.11999999999999,502.45000000000005,72504,36
1141,36061008601,35,-887.2343902587891,489.3297920227051,16,41.18,199.32999999999998,24168,12
1142,36061008700,19,-443.43568420410156,244.52608108520508,8,20.51,95.7,12084,6
1143,36061008800,34,-887.395133972168,489.1062812805176,16,34.21,169.1,24168,12
1144,36061008900,25,-443.4961700439453,244.67932510375977,11,19.129999999999995,89.80000000000001,12084,6
1145,36061009000,65,-1330.7668762207031,733.5741424560547,18,40.96,254.29999999999998,36252,18
1146,36061009100,71,-1331.0570220947266,733.2548370361328,31,57.78,278.83,36252,18
1147,36061009200,49,-1331.0874557495117,733.3724212646484,27,67.80000000000001,307.52,36252,18
1148,36061009300,65,-1848.610481262207,1018.8987159729004,31,58.75999999999999,308.92,50350,25
1149,36061009400,85,-2217.79695892334,1223.6032180786133,32,79.81,368.33,60420,30
1150,36061009500,10,-295.7177276611328,163.2674674987793,8,6.69,34.0,8056,4
1151,36061009600,92,-1847.9384384155273,1018.2673416137695,32,95.30999999999999,419.64,50350,25
1152,36061009800,26,-443.63883209228516,244.54984283447266,7,23.16,130.45,12084,6
1153,36061009900,363,-15970.235565185547,8802.607906341553,309,598.7900000000003,2953.2200000000003,435024,216
1154,36061010000,97,-3031.77099609375,1670.7352104187012,53,161.63,711.17,82574,41
1155,36061010100,183,-4879.527809143066,2689.3548698425293,87,219.72,1020.8500000000001,132924,66
1156,36061010200,73,-1774.2324752807617,978.7665634155273,40,71.38000000000001,342.53000000000003,48336,24
1157,36061010400,5,-73.98001098632812,40.67704772949219,2,2.54,14.0,2014,1
1158,36061010601,5,-73.95287322998048,40.81055068969727,1,1.57,10.0,2014,1
1159,36061010602,454,-48277.7399597168,26611.82305908203,977,2064.2999999999997,9895.450000000003,1315142,653
1160,36061010800,52,-1330.7852172851562,734.0269165039062,24,53.34,240.7,36252,18
1161,36061010900,27,-443.60108184814453,244.64913177490234,8,11.48,61.5,12084,6
1162,36061011000,44,-1035.111961364746,570.4757652282715,22,43.879999999999995,202.99999999999997,28196,14
1163,36061011100,24,-443.56978607177734,244.76054763793945,10,9.62,54.0,12084,6
1164,36061011201,161,-4879.581970214844,2689.9993171691895,76,200.39999999999995,987.63,132924,66
1165,36061011202,83,-1774.4251556396484,978.3478393554688,33,92.2,396.3,48336,24
1166,36061011203,54,-1330.9163208007812,733.4098968505859,23,46.43,215.4,36252,18
1167,36061011300,75,-2143.7039489746094,1182.0943031311035,32,89.01,411.9,58406,29
1168,36061011401,57,-1330.7991333007812,733.6378402709961,29,36.86999999999999,194.65,36252,18
1169,36061011402,51,-1331.0724868774414,733.6770362854004,24,63.17999999999999,305.8299999999999,36252,18
1170,36061011500,136,-3105.4154739379883,1711.7576026916504,58,122.1,626.75,84588,42
1171,36061011600,447,-35413.677154541016,19522.37731552124,699,1460.48,6887.97,964706,479
1172,36061011700,49,-1330.745346069336,733.6059837341309,22,78.89,345.65,36252,18
1173,36061011800,25,-443.52899169921875,244.38507461547852,10,14.65,74.85,12084,6
1174,36061011900,50,-1256.8669128417969,693.1569709777832,23,55.13999999999999,260.6,34238,17
1175,36061012000,42,-887.1780090332031,489.1829147338867,20,41.489999999999995,196.2,24168,12
1176,36061012100,82,-1774.5495681762695,978.2511672973633,45,77.0,355.85999999999996,48336,24
1177,36061012200,88,-2218.3550033569336,1222.5282669067383,44,89.17999999999999,435.00000000000006,60420,30
1178,36061012400,492,-58112.484687805176,32034.930183410645,1134,2358.620000000001,11421.48,1583004,786
1179,36061012500,89,-1774.8496170043945,978.0456275939941,35,65.73,338.31,48336,24
1180,36061012600,119,-2883.1152954101562,1589.7693214416504,49,135.09999999999997,615.83,78546,39
1181,36061012700,44,-961.4428482055664,529.8441886901855,20,20.009999999999998,126.75,26182,13
1182,36061012800,55,-1330.9777755737305,733.3605537414551,20,50.38,259.72,36252,18
1183,36061012900,47,-1330.5860061645508,733.8191528320312,23,41.66,229.3,36252,18
1184,36061013000,21,-443.49320220947266,244.48872756958008,7,15.7,78.5,12084,6
1185,36061013100,95,-2513.6968536376953,1385.8007545471191,44,123.57999999999996,548.56,68476,34
1186,36061013200,116,-2661.4365997314453,1467.0850067138672,53,110.57,574.76,72504,36
1187,36061013400,37,-887.4395217895508,489.26630783081055,13,60.080000000000005,249.13,24168,12
1188,36061013500,58,-1700.7181243896484,937.2753753662109,27,62.18000000000001,309.78,46322,23
1189,36061013600,51,-1330.7944564819336,734.1716651916504,28,45.55000000000001,224.0,36252,18
1190,36061013700,50,-1183.0108947753906,651.9986915588379,18,42.35,248.31,32224,16
1191,36061013800,53,-1256.7838668823242,692.8394546508789,23,75.5,326.8,34238,17
1192,36061013900,54,-887.354377746582,489.1597442626953,13,38.68000000000001,225.16,24168,12
1193,36061014000,67,-1330.971939086914,733.0336685180664,32,56.199999999999996,251.32999999999998,36252,18
1194,36061014200,161,-4140.371559143066,2282.1226501464844,77,170.5,799.09,112784,56
1195,36061014401,45,-1256.8424072265625,693.0064277648926,29,41.35,210.25,34238,17
1196,36061014402,38,-886.9402847290039,489.1559753417969,15,39.39,180.1,24168,12
1197,36061014500,82,-2143.654609680176,1181.8902168273926,38,84.38999999999999,486.95,58406,29
1198,36061014601,43,-887.0920333862305,489.0804786682129,25,28.679999999999996,155.53,24168,12
1199,36061014602,57,-1774.236457824707,977.6992645263672,33,91.8,473.1,48336,24
1200,36061014700,77,-1700.3900146484375,937.0409889221191,38,88.61000000000001,397.77000000000004,46322,23
1201,36061014801,60,-1330.7246780395508,733.661003112793,23,44.77,245.3,36252,18
1202,36061014802,157,-4879.005065917969,2690.4116706848145,90,204.41999999999996,1014.64,132924,66
1203,36061014900,92,-2217.6220703125,1222.795322418213,41,72.85000000000001,371.58,60420,30
1204,36061015001,58,-1330.5674667358398,733.5340614318848,36,56.13,271.71,36252,18
1205,36061015002,83,-2143.819595336914,1182.3892097473145,33,84.37000000000002,394.46,58406,29
1206,36061015100,22,-443.49134063720703,244.2300910949707,6,15.790000000000001,78.5,12084,6
1207,36061015300,131,-3549.118606567383,1956.2051811218262,83,137.36000000000004,658.43,96672,48
1208,36061015400,63,-1330.878074645996,733.6679954528809,28,68.96,307.9,36252,18
1209,36061015500,80,-2365.6664428710938,1303.9875297546387,42,94.03000000000002,434.98,64448,32
1210,36061015601,504,-752571.5470581055,414860.3758201599,14421,31466.98000000001,151824.69999999992,20500506,10179
1211,36061015602,504,-866709.2699050903,477796.31214904785,16810,36107.82000000001,174218.15999999997,23610122,11723
1212,36061015700,92,-1922.3429260253906,1059.8381614685059,38,46.36,263.9,52364,26
1213,36061015801,309,-12494.797058105469,6887.267955780029,224,519.8100000000002,2548.56,340366,169
1214,36061015802,504,-3298593.4536590576,1818417.708984375,63793,137222.18000000002,669044.2800000001,89856624,44616
1215,36061015900,73,-1404.8718185424805,774.2866134643555,31,73.56,314.79999999999995,38266,19
1216,36061016001,449,-32751.758293151855,18054.647220611572,629,1433.7900000000002,6705.749999999999,892202,443
1217,36061016002,504,-8163254.027008057,4500164.062965393,158286,338308.1099999997,1636687.87,222373796,110414
1218,36061016100,78,-1774.1697158813477,978.3047485351562,42,72.97000000000001,364.99999999999994,48336,24
1219,36061016200,504,-1339961.770072937,738664.0448265076,26199,56553.54999999999,271469.50999999983,36501736,18124
1220,36061016300,25,-443.52600860595703,244.74429321289062,6,23.48,97.83,12084,6
1221,36061016400,504,-2140138.4578323364,1179778.873035431,41027,88590.0,428575.25000000006,58299258,28947
1222,36061016500,125,-3548.8401947021484,1956.9085731506348,67,160.45999999999998,778.33,96672,48
1223,36061016600,504,-1558509.0838546753,859144.1201477051,30149,64476.99000000002,315948.56,42455120,21080
1224,36061016700,21,-443.5551986694336,244.36966705322266,12,21.490000000000002,90.5,12084,6
1225,36061016800,504,-8026913.47253418,4425038.608070374,154950,332987.0500000001,1612852.2300000002,218659980,108570
1226,36061016900,204,-6284.3696212768555,3463.778839111328,143,238.92000000000004,1159.21,171190,85
1227,36061017000,504,-915427.0965576172,504658.1378479004,17558,37932.93,182482.83000000002,24937348,12382
1228,36061017100,100,-3104.8343811035156,1711.4930305480957,62,178.18999999999997,848.4599999999999,84588,42
1229,36061017200,504,-2540484.3455810547,1400495.8841171265,48959,106088.85999999994,509393.18000000017,69205068,34362
1230,36061017300,102,-2661.6770248413086,1467.407096862793,46,166.12,745.53,72504,36
1231,36061017401,504,-2039585.52633667,1124363.9155006409,39507,84885.7,408312.51999999984,55560218,27587
1232,36061017402,504,-1465861.7091140747,808098.6845550537,28136,61656.08999999996,296073.01,39931578,19827
1233,36061017500,24,-443.5850372314453,244.4965362548828,8,14.21,78.82000000000001,12084,6
1234,36061017700,133,-3105.302505493164,1711.5538063049316,65,92.98999999999998,498.9800000000001,84588,42
1235,36061017800,504,-1093769.616821289,602954.0272026062,21167,45781.14,220326.5,29795116,14794
1236,36061017900,66,-1626.3229751586914,896.3933372497559,24,75.06,327.20000000000005,44308,22
1237,36061018000,504,-1560940.2567825317,860495.9754829407,30352,65745.27,315641.9499999999,42521582,21113
1238,36061018100,204,-7097.6129150390625,3912.1121711730957,137,285.09000000000003,1276.73,193344,96
1239,36061018200,504,-3164334.5455093384,1744416.73752594,61350,130115.36,628918.5700000001,86199200,42800
1240,36061018300,42,-1183.0662841796875,651.7452774047852,24,52.910000000000004,187.8,32224,16
1241,36061018400,504,-1703872.9393920898,939280.0225715637,32907,71429.64000000003,342979.75999999983,46414644,23046
1242,36061018500,109,-2883.794708251953,1589.3118629455566,60,129.87,626.84,78546,39
1243,36061018600,504,-1624015.866493225,895263.1187019348,31571,67535.65999999997,323992.14999999997,44239524,21966
1244,36061018700,115,-3992.1487579345703,2201.7504959106445,81,131.95000000000002,651.8000000000001,108756,54
1245,36061018800,504,-2978308.082260132,1641836.6668891907,57842,124629.05999999998,600218.6999999996,81131976,40284
1246,36061018900,81,-2070.3711471557617,1141.4684715270996,43,91.96000000000001,441.78,56392,28
1247,36061019000,504,-3525343.247756958,1943389.0004768372,68463,146632.96000000002,706775.41,96033562,47683
1248,36061019100,48,-1330.951057434082,733.6761627197266,22,61.17,298.6,36252,18
1249,36061019200,504,-161024.67073822021,88766.16357421875,3096,6621.089999999998,32494.220000000005,4386492,2178
1250,36061019300,504,-2490060.109436035,1372703.55311203,48121,104004.90999999999,503642.29000000015,67831520,33680
1251,36061019400,504,-1521618.434020996,838808.615940094,29494,63977.18,305858.5299999998,41450134,20581
1252,36061019500,241,-7837.432823181152,4320.471759796143,129,308.11000000000007,1502.58,213484,106
1253,36061019600,504,-13503636.518981934,7444123.426639557,261873,560799.51,2708747.580000001,367851058,182647
1254,36061019701,501,-72456.52465057373,39938.91940307617,1365,2939.6599999999985,14198.02,1973720,980
1255,36061019702,504,-2276544.2142715454,1254964.3064613342,43916,94645.56000000001,455059.9200000001,62015088,30792
1256,36061019800,504,-2421604.5415039062,1334946.218070984,46770,101054.13000000002,484998.4399999997,65966556,32754
1257,36061019900,504,-6017410.7704696655,3317163.259037018,116859,248802.31000000003,1200579.5700000003,163919460,81390
1258,36061020000,504,-5587517.973571777,3080153.4692573547,108500,231940.44999999998,1120521.7100000002,152208050,75575
1259,36061020101,504,-5216643.79108429,2875794.1997947693,101253,215315.9799999999,1043689.2400000002,142105826,70559
1260,36061020102,504,-3426124.1893463135,1888689.5120277405,65976,140727.30000000005,681088.0000000003,93330774,46341
1261,36061020300,504,-7427324.685142517,4094455.954425812,143479,307078.44999999995,1482896.4600000004,202326440,100460
1262,36061020500,482,-68387.21563720703,37700.78916931152,1303,2860.5899999999997,13611.63,1862950,925
1263,36061020600,504,-1567901.6050872803,864329.8504524231,30606,65174.84000000002,313049.11999999994,42710898,21207
1264,36061020701,504,-3113394.255218506,1716290.0553092957,60381,128462.33000000005,620052.6800000002,84811554,42111
1265,36061020800,504,-2303088.605758667,1269604.4150733948,44460,95778.39,459091.9499999999,62738114,31151
1266,36061020901,504,-4948329.774505615,2727845.3420143127,96022,204659.91000000003,986924.5099999999,134797020,66930
1267,36061021000,504,-533939.2737197876,294344.549407959,10469,22127.679999999993,105713.05000000002,14545108,7222
1268,36061021100,504,-968671.2599563599,533992.1712303162,18663,39997.67000000002,192828.66999999995,26387428,13102
1269,36061021200,504,-3215275.8465881348,1772460.1368370056,62493,133793.22000000003,644554.56,87586846,43489
1270,36061021303,504,-1008151.1260681152,555749.2993087769,19535,42149.299999999974,202210.98999999993,27462904,13636
1271,36061021400,504,-1586968.326034546,874829.2003822327,30762,65633.21999999999,316435.2999999998,43230510,21465
1272,36061021500,504,-1617283.269241333,891543.5405807495,31161,67259.7,323567.48000000004,44056250,21875
1273,36061021600,504,-1447765.2950515747,798088.5161056519,27906,60290.029999999984,290271.86,39438148,19582
1274,36061021703,504,-1001131.8784637451,551892.4447669983,19297,41858.54000000002,201076.97999999995,27271574,13541
1275,36061021800,504,-1536911.7196884155,847252.9099006653,29593,64668.78999999998,309588.56000000006,41867032,20788
1276,36061021900,504,-2700707.704284668,1488794.480167389,52089,112100.94,540179.9099999999,73569406,36529
1277,36061022000,504,-787394.599357605,434067.6502799988,15028,32664.22999999999,157499.73999999993,21449100,10650
1278,36061022102,504,-1508449.7992630005,831571.1576271057,29188,62374.90000000004,301480.17000000033,41091642,20403
1279,36061022200,504,-4341789.134231567,2393496.164100647,84376,179167.95999999993,869843.3699999998,118274164,58726
1280,36061022301,504,-2739155.95236969,1509986.2107543945,52800,114198.51000000001,551705.63,74616686,37049
1281,36061022302,503,-193704.79596710205,106778.02893829346,3706,8034.170000000001,38969.890000000014,5276680,2620
1282,36061022400,504,-607648.6270751953,334983.34468078613,11842,25156.010000000002,120969.09,16553066,8219
1283,36061022500,426,-24028.1586227417,13247.355251312256,451,940.0199999999999,4549.730000000001,654550,325
1284,36061022600,504,-975850.1240997314,537936.3133392334,19229,40095.70000000001,193685.54000000004,26582786,13199
1285,36061022700,504,-2014443.8904190063,1110495.0885887146,39266,84536.62999999998,493225.5200000003,54875458,27247
1286,36061022800,504,-899978.5193023682,496127.9592514038,17335,36954.320000000014,178120.4200000001,24516422,12173
1287,36061022900,504,-2955323.5984954834,1629145.7171554565,57448,123054.67000000003,591847.3,80505622,39973
1288,36061023000,504,-919135.2415161133,506682.8585014343,17842,38193.029999999984,183903.86000000004,25038048,12432
1289,36061023100,504,-1503717.844947815,828955.2239227295,28964,61899.16000000002,299461.9699999999,40962746,20339
1290,36061023200,504,-1050509.1983261108,579114.368888855,20349,43423.08000000001,210444.15000000005,28616926,14209
1291,36061023300,504,-336763.3321838379,185649.21431350708,6533,13967.069999999998,66948.26,9173770,4555
1292,36061023400,504,-723802.9142379761,399007.30516433716,14164,29856.87000000001,144482.46999999997,19717060,9790
1293,36061023501,504,-652460.5120849609,359676.51861953735,12739,26997.21,130289.29999999996,17773550,8825
1294,36061023502,504,-708057.8108673096,390322.1543998718,13706,29584.719999999987,141888.24999999997,19288078,9577
1295,36061023600,503,-249818.3221359253,137719.88808822632,4776,10368.109999999997,50176.92000000001,6805306,3379
1296,36061023700,504,-2049142.07447052,1129616.0919532776,40111,84675.22000000002,409196.14000000013,55820024,27716
1297,36061023801,504,-879885.5741348267,485046.8047218323,17216,36243.86,175171.05000000005,23968614,11901
1298,36061023802,477,-55301.7827835083,30484.878971099854,1027,2329.780000000001,11193.209999999995,1506472,748
1299,36061023900,504,-1069290.9204864502,589455.7304229736,20838,44293.609999999986,215297.31999999992,29128482,14463
1300,36061024000,433,-38150.186698913574,21029.337253570557,727,1518.9000000000008,7623.5199999999995,1039224,516
1301,36061024100,504,-155998.28816223145,85992.67836761475,3082,6520.020000000006,31260.18,4249540,2110
1302,36061024200,504,-331293.1081008911,182635.65991973877,6449,13829.730000000001,66333.64,9024734,4481
1303,36061024301,504,-494612.2487258911,272662.10692596436,9692,20258.639999999992,97695.69000000003,13473660,6690
1304,36061024302,504,-354507.0590515137,195431.19905853271,6894,14938.589999999997,72645.56999999999,9657130,4795
1305,36061024500,504,-3073090.439666748,1694095.235874176,59454,127834.73999999993,613264.5999999997,83713924,41566
1306,36061024700,485,-52272.023109436035,28814.09700012207,1040,2101.5599999999995,11310.369999999994,1423898,707
1307,36061024900,504,-255439.88078308105,140815.61043548584,5077,10626.38999999999,50672.54,6958370,3455
1308,36061025100,504,-5584178.724136353,3078370.85187912,107943,232076.31999999998,1119370.1899999997,152117420,75530
1309,36061025300,504,-1654388.5686798096,912004.6650848389,32266,68026.23999999999,329585.6699999999,45067278,22377
1310,36061025500,468,-45248.18002319336,24943.199924468994,870,1825.55,8990.819999999998,1232568,612
1311,36061025700,504,-3885842.9619369507,2142137.9940681458,75394,160841.21000000002,778509.9799999996,105853826,52559
1312,36061025900,504,-1995672.505355835,1100131.7279510498,38745,83245.13999999993,402998.8499999999,54363902,26993
1313,36061026100,504,-765429.2869262695,421954.45707702637,14849,31592.960000000006,151873.84,20850942,10353
1314,36061026300,504,-2625126.185783386,1447133.2841148376,50557,109330.16000000005,527100.5600000002,71511098,35507
1315,36061026500,504,-622590.419593811,343206.93017196655,12061,26023.92000000002,125100.47000000002,16959894,8421
1316,36061026700,485,-63064.406341552734,34764.5189743042,1277,2568.4899999999993,12359.700000000006,1717942,853
