,census_tract,day_of_week,Pickup_longitude,Pickup_latitude,Passenger_count,Trip_distance,Total_amount,year,ride
469,36047018200,21,-443.6811218261719,244.62945556640625,10,11.2,59.2,12084,6
470,36047018300,504,-865608.8915481567,477171.5019340515,17005,36194.06000000001,174293.87999999998,23579912,11708
471,36047018400,103,-2661.66951751709,1467.6364517211914,49,107.77999999999997,530.3100000000001,72504,36
472,36047018501,504,-403081.3945007324,222208.5532875061,7904,17279.559999999998,82998.44,10980328,5452
473,36047018700,504,-1086302.5693893433,598828.6591262817,21246,45189.420000000006,218126.94,29591702,14693
474,36047018800,76,-1774.7925720214844,978.2059020996094,34,55.099999999999994,281.72,48336,24
475,36047019000,17,-443.3482971191406,244.49370193481445,9,10.649999999999999,54.62,12084,6
476,36047019100,504,-868793.0234527588,478938.1774177551,16948,35995.840000000004,175087.16999999995,23666514,11751
477,36047019200,74,-1848.726821899414,1018.9428901672363,38,75.80000000000001,347.77000000000004,50350,25
478,36047019300,504,-531061.3114852905,292752.85039520264,10198,21806.100000000006,106082.85999999999,14466562,7183
479,36047019400,160,-3991.8717346191406,2200.5548706054688,79,138.39000000000001,673.7099999999999,108756,54
480,36047019500,504,-1286072.873222351,708955.6623725891,25058,53555.67000000001,259166.19,35033530,17395
481,36047019600,24,-443.5496368408203,244.34595108032227,10,12.559999999999999,67.0,12084,6
482,36047019700,504,-826129.6522369385,455401.3699645996,16003,33466.93,161924.28999999995,22504436,11174
483,36047019800,60,-1774.456802368164,978.2524299621582,33,70.06,299.15,48336,24
484,36047019900,504,-967859.20677948,533536.1037445068,18926,39691.75000000003,192381.65000000008,26365274,13091
485,36047020000,69,-1330.4404525756836,733.6075210571289,34,43.71999999999999,219.01,36252,18
486,36047020100,504,-1071290.738571167,590549.1884422302,20531,44921.039999999986,215840.39000000004,29182860,14490
487,36047020200,29,-517.510986328125,285.2578926086426,12,17.839999999999996,84.13,14098,7
488,36047020300,504,-621413.9367294312,342542.067111969,12042,26135.340000000015,125710.74999999997,16927670,8405
489,36047020400,60,-1330.3993225097656,733.2625007629395,20,54.09000000000001,256.78,36252,18
490,36047020500,504,-386007.7117996216,212781.4252319336,7478,15966.54,77147.36000000006,10515094,5221
491,36047020700,504,-431697.2105484009,237973.71590423584,8205,17604.890000000007,85377.07999999996,11759746,5839
492,36047020800,11,-295.7119445800781,162.9909210205078,8,16.01,63.5,8056,4
493,36047021000,33,-886.837272644043,488.9819984436035,21,43.69,202.1,24168,12
494,36047021100,503,-204204.16415405273,112567.7647895813,4021,8574.419999999998,41284.660000000025,5562668,2762
495,36047021200,261,-7985.209289550781,4401.379203796387,170,358.19,1733.9699999999998,217512,108
496,36047021300,504,-214183.72968292236,118073.006275177,4116,9105.650000000003,43798.86000000002,5834558,2897
497,36047021400,122,-5766.4157791137695,3178.380340576172,102,280.17,1273.2400000000002,157092,78
498,36047021500,504,-805279.0318450928,443911.80841064453,15726,33834.159999999974,161243.51000000004,21936488,10892
499,36047021600,20,-443.5968780517578,244.6111602783203,6,10.7,68.0,12084,6
500,36047021700,504,-857700.5595779419,472788.43783569336,16635,36115.12999999999,172694.95000000004,23364414,11601
501,36047021800,21,-443.50933837890625,244.52789306640625,11,18.59,85.0,12084,6
502,36047021900,504,-443150.1996765137,244292.39282608032,8568,18175.559999999994,87601.18999999999,12071916,5994
503,36047022000,71,-1774.5365753173828,977.7569847106934,46,77.37999999999998,443.28000000000003,48336,24
504,36047022100,504,-594569.6228942871,327755.5060157776,11576,24399.470000000005,117769.92999999995,16196588,8042
505,36047022200,105,-2957.5363998413086,1630.7239418029785,55,105.98999999999998,536.6399999999999,80560,40
506,36047022400,162,-5545.315170288086,3056.9857788085938,106,203.68999999999994,1023.6899999999999,151050,75
507,36047022600,178,-5397.283874511719,2974.131523132324,93,247.51999999999998,1150.07,147022,73
508,36047022700,504,-1174811.8082122803,647594.8375473022,23050,48664.86999999999,234340.68,32002460,15890
509,36047022800,91,-2661.39852142334,1467.87064743042,40,107.30000000000004,533.3,72504,36
510,36047022900,504,-322501.01135253906,177777.64324188232,6216,13178.370000000003,63652.85999999999,8785068,4362
511,36047023000,144,-5545.181854248047,3056.8047256469727,117,212.69000000000003,992.1999999999999,151050,75
512,36047023100,504,-362123.70668792725,199619.450756073,6844,15050.989999999998,74008.55000000005,9864572,4898
513,36047023200,30,-887.0189437866211,489.3975296020508,16,35.2,175.61,24168,12
514,36047023300,504,-646842.4934539795,356574.6766395569,12611,26669.050000000003,129042.43000000005,17620486,8749
515,36047023400,67,-1700.1366577148438,937.5553550720215,30,79.52000000000001,317.85,46322,23
516,36047023500,504,-467848.9842453003,257897.6534767151,9073,19059.20999999999,92189.84000000004,12744592,6328
517,36047023600,14,-443.6576919555664,244.64696502685547,16,6.73,42.2,12084,6
518,36047024000,68,-1330.6060256958008,734.099723815918,27,54.21,309.71999999999997,36252,18
519,36047024100,504,-470366.6368713379,259294.45040130615,9213,19499.230000000003,94872.55999999998,12813068,6362
520,36047024200,38,-887.0467529296875,489.0310859680176,18,44.57000000000001,185.39999999999998,24168,12
521,36047024300,504,-529367.4965362549,291809.980430603,10399,21828.269999999997,105201.41999999995,14420240,7160
522,36047024400,112,-3105.2337188720703,1712.1892623901367,63,154.01,724.95,84588,42
523,36047024500,504,-639963.6418151855,352776.1914329529,12396,26166.349999999995,126379.95000000007,17433184,8656
524,36047024600,27,-813.3077545166016,447.9846725463867,14,20.86,113.2,22154,11
525,36047024700,504,-1177319.8695526123,648989.3550109863,23081,48594.93999999998,235347.28000000006,32070936,15924
526,36047024800,140,-3696.170166015625,2037.9755935668945,73,132.12999999999997,673.5,100700,50
527,36047024900,504,-267265.32010650635,147330.92009353638,5121,10849.559999999998,52739.96000000001,7280610,3615
528,36047025000,88,-2144.054931640625,1182.0444145202637,38,66.83,357.59999999999997,58406,29
529,36047025100,502,-262165.84144592285,144520.05415725708,5075,10952.660000000003,52410.73999999999,7141644,3546
530,36047025200,93,-1774.5023803710938,978.2240600585938,28,58.38000000000001,277.5,48336,24
531,36047025300,504,-319019.7637710571,175867.34256744385,6141,13001.729999999996,63229.65999999998,8690410,4315
532,36047025400,60,-1330.5979766845703,733.806510925293,30,39.99,204.70000000000002,36252,18
533,36047025500,504,-354062.2384338379,195182.55361175537,6926,14891.490000000002,72040.84999999999,9645046,4789
534,36047025600,35,-1330.7299728393555,733.9216766357422,22,57.73,260.1,36252,18
535,36047025700,490,-65136.65117645264,35905.80200958252,1216,2781.45,12822.96,1774334,881
536,36047025901,502,-194218.818069458,107065.62732315063,3722,8164.780000000002,39466.93000000001,5290778,2627
537,36047025902,497,-99809.47146606445,55020.71226119995,1946,4030.46,19452.19,2718900,1350
538,36047026000,49,-1330.8396072387695,733.4076919555664,27,63.96,250.64999999999998,36252,18
539,36047026100,504,-232221.6789779663,128012.21738433838,4477,9793.540000000006,46922.82,6325974,3141
540,36047026200,5,-147.94499969482422,81.4978141784668,2,4.0,23.8,4028,2
541,36047026300,499,-101068.14135742188,55715.5484046936,1967,4032.8000000000015,19870.059999999998,2753138,1367
542,36047026400,17,-443.6436996459961,244.5935287475586,11,28.55,115.38,12084,6
543,36047026500,496,-133152.49827575684,73399.56658935547,2617,5364.210000000001,26020.220000000005,3627214,1801
544,36047026700,504,-189344.3988494873,104374.89894866943,3598,7972.720000000001,38075.130000000005,5157854,2561
545,36047026800,11,-295.7909164428711,163.0361213684082,4,8.14,42.8,8056,4
546,36047026900,504,-652611.0365600586,359753.2877922058,12556,26968.229999999985,129541.07999999999,17777578,8827
547,36047027000,77,-2292.100051879883,1263.3790283203125,47,82.05,387.09999999999997,62434,31
548,36047027100,504,-178176.1371231079,98218.69219970703,3432,7422.999999999998,35694.90000000001,4853740,2410
549,36047027200,93,-2217.848503112793,1222.4841651916504,42,97.11000000000001,720.48,60420,30
550,36047027300,504,-266453.3485107422,146882.15097808838,5224,10663.679999999993,52075.260000000024,7258456,3604
551,36047027400,70,-1700.2156372070312,937.5795364379883,30,78.08,376.06000000000006,46322,23
552,36047027500,503,-179954.6372909546,99195.24039459229,3474,7396.500000000002,35269.090000000004,4902076,2434
553,36047027700,502,-194074.98668670654,106986.41306686401,3821,7855.780000000003,38104.460000000014,5286750,2625
554,36047027800,135,-3918.6065368652344,2160.061508178711,69,155.85999999999996,775.1199999999999,106742,53
555,36047027900,500,-138845.0199356079,76537.07883834839,2637,5860.559999999999,27973.600000000002,3782292,1878
556,36047028000,106,-2661.326988220215,1467.398151397705,48,93.77999999999999,469.86,72504,36
557,36047028100,500,-167902.29621124268,92556.98262786865,3241,6986.740000000006,33880.97999999999,4573794,2271
558,36047028200,33,-887.1951370239258,489.38117599487305,19,32.94,184.7,24168,12
559,36047028300,488,-80216.26202392578,44220.0566444397,1559,3382.960000000001,16310.530000000006,2185190,1085
560,36047028400,94,-2218.347854614258,1222.6993675231934,43,110.37,505.13,60420,30
561,36047028501,504,-415798.09086608887,229211.9327659607,8047,16983.309999999998,82375.92999999998,11326736,5624
562,36047028502,472,-53601.15044403076,29547.976139068604,1041,2089.8500000000004,10284.739999999996,1460150,725
563,36047028600,55,-1404.5617752075195,774.3840675354004,31,54.5,263.75,38266,19
564,36047028700,504,-693270.1382064819,382165.4408378601,13479,28696.2,138094.46000000002,18885278,9377
565,36047028800,55,-1404.8043060302734,774.5237274169922,33,60.66,321.42999999999995,38266,19
566,36047028900,485,-90198.46803283691,49723.074966430664,1742,3582.8599999999997,17662.370000000006,2457080,1220
567,36047029000,115,-3548.931838989258,1956.6694526672363,66,107.25,554.53,96672,48
568,36047029100,481,-65578.17571258545,36150.51099395752,1305,2773.2300000000014,13021.930000000002,1786418,887
569,36047029200,76,-2217.9635162353516,1222.6884155273438,38,121.67999999999999,551.3,60420,30
570,36047029300,502,-101954.90995025635,56200.494216918945,1944,4278.790000000002,20563.659999999996,2777306,1379
571,36047029400,155,-4583.639877319336,2526.6155014038086,88,200.67999999999998,933.64,124868,62
572,36047029500,504,-174481.48683929443,96179.38609313965,3471,6939.119999999997,33602.990000000005,4753040,2360
573,36047029600,193,-5766.527084350586,3179.239070892334,107,216.98000000000002,1105.5,157092,78
574,36047029700,504,-536019.8597869873,295471.5666542053,10593,21936.170000000002,106589.42999999998,14601500,7250
575,36047029800,83,-1848.4601516723633,1019.4859619140625,26,71.24999999999999,358.11,50350,25
576,36047029900,504,-163392.01623535156,90069.42319869995,3131,6594.17,31932.849999999984,4450940,2210
577,36047030000,194,-6654.1881103515625,3667.9972190856934,128,276.15000000000003,1280.6599999999999,181260,90
578,36047030100,459,-47464.32473754883,26164.803871154785,885,2001.3499999999992,9486.529999999995,1292988,642
579,36047030200,237,-14195.87043762207,7824.197048187256,275,614.12,2907.07,386688,192
580,36047030300,440,-27726.098083496094,15280.943904876709,549,1113.6300000000006,5253.430000000001,755250,375
581,36047030400,171,-4805.629722595215,2648.4950218200684,80,219.71,1044.95,130910,65
582,36047030500,502,-475468.3299179077,262099.73834991455,9132,19547.389999999996,94835.8400000001,12952034,6431
583,36047030600,318,-10424.39680480957,5746.897651672363,190,359.3,1831.8500000000001,283974,141
584,36047030700,409,-24765.607734680176,13652.962608337402,505,1041.45,4959.96,674690,335
585,36047030800,105,-2661.858169555664,1466.8553466796875,51,150.67000000000002,694.1,72504,36
586,36047030900,482,-78296.70951080322,43159.10595321655,1522,2991.31,15117.470000000001,2132826,1059
587,36047031100,502,-150381.47020721436,82893.34706497192,2839,6351.320000000003,30066.339999999993,4096476,2034
588,36047031300,502,-160213.2575149536,88314.32847213745,2976,6751.87,32796.94000000001,4364338,2167
589,36047031400,24,-591.4306335449219,326.23804092407227,9,28.57,133.6,16112,8
590,36047031500,504,-298020.82122039795,164289.304271698,5760,12563.479999999996,60288.33000000001,8118434,4031
591,36047031701,504,-233106.82262420654,128504.67302703857,4496,9416.339999999998,45589.55000000001,6350142,3153
592,36047031702,504,-286637.3280258179,158013.1782913208,5553,12188.08,58318.11000000002,7808278,3877
593,36047031900,481,-62696.09058380127,34559.6808013916,1260,2629.0999999999995,13212.950000000004,1707872,848
594,36047032100,501,-134554.2262802124,74171.37900924683,2576,5526.830000000002,26540.90000000001,3665480,1820
595,36047032300,495,-97073.84253692627,53510.508975982666,1883,4181.109999999999,19615.989999999998,2644382,1313
596,36047032500,501,-120066.11769866943,66190.44940567017,2309,5038.87,24255.339999999997,3270736,1624
597,36047032600,499,-93229.81956481934,51394.38008880615,1736,3884.5800000000027,19333.050000000003,2539654,1261
598,36047032700,504,-265790.5933456421,146515.08193588257,5075,11092.160000000003,53571.42000000002,7240330,3595
599,36047032800,472,-57962.64768218994,31953.760135650635,1131,2454.5400000000004,11657.869999999999,1578976,784
600,36047032900,490,-74746.07955169678,41203.27346801758,1447,3100.04,14985.9,2036154,1011
601,36047033000,458,-40809.835708618164,22497.744506835938,783,1822.0500000000002,8782.509999999997,1111728,552
602,36047033100,385,-20552.07989501953,11329.61637878418,397,908.3300000000002,4344.049999999999,559892,278
603,36047033300,242,-8576.077774047852,4728.053733825684,156,327.3800000000001,1601.1599999999994,233624,116
604,36047033500,345,-15747.76424407959,8680.116939544678,330,669.7,3230.4600000000005,428982,213
605,36047033600,194,-6653.486831665039,3668.1222534179688,140,320.26000000000005,1481.4,181260,90
606,36047033700,490,-73119.67691802979,40306.80054092407,1470,3136.2500000000005,15022.520000000004,1991846,989
607,36047033900,502,-112749.6448135376,62153.54040527344,2209,4767.619999999998,22401.210000000003,3071350,1525
608,36047034000,184,-5323.199745178223,2934.3328704833984,97,264.21000000000004,1192.98,145008,72
609,36047034100,503,-158366.13897705078,87301.85396575928,3134,6452.299999999998,31617.100000000002,4313988,2142
610,36047034200,455,-54858.40769958496,30241.059642791748,1095,2324.71,10979.450000000003,1494388,742
611,36047034300,504,-110457.44611358643,60882.64694595337,2122,4641.280000000001,22449.05,3008916,1494
612,36047034500,473,-55230.78258514404,30440.796390533447,1040,2298.09,10838.920000000004,1504458,747
613,36047034700,489,-62324.88439941406,34356.287254333496,1174,2544.5299999999997,12182.780000000004,1697802,843
614,36047034800,430,-24988.59326171875,13774.492858886719,503,1014.1900000000002,4985.969999999999,680732,338
615,36047034900,492,-104984.70454406738,57870.175201416016,2010,4326.85,20864.810000000005,2859880,1420
616,36047035000,500,-155924.7371826172,85955.599193573,3001,6472.850000000001,30934.10999999999,4247526,2109
617,36047035100,478,-62473.845123291016,34440.68926239014,1200,2478.9799999999996,11950.370000000004,1701830,845
618,36047035200,207,-5766.798545837402,3179.2596740722656,112,207.90000000000003,987.1999999999998,157092,78
619,36047035300,494,-79404.68790435791,43771.72883605957,1488,3227.4199999999983,16012.840000000004,2163036,1074
620,36047035400,171,-6136.930587768555,3383.057014465332,115,289.53000000000003,1325.0,167162,83
621,36047035500,454,-42142.447746276855,23230.369514465332,806,1696.17,8351.969999999998,1147980,570
622,36047035601,203,-5692.953033447266,3137.864601135254,112,292.9599999999999,1229.75,155078,77
623,36047035602,75,-1774.708251953125,978.5650405883789,29,92.64000000000001,409.81,48336,24
624,36047035700,386,-19369.805046081543,10677.059158325195,360,788.3399999999999,3803.9300000000003,527668,262
625,36047035900,490,-60919.85234832764,33582.51467514038,1202,2351.4199999999983,11829.890000000001,1659536,824
626,36047036001,118,-3105.5667724609375,1712.030517578125,54,135.71000000000004,653.55,84588,42
627,36047036002,162,-5322.7763595581055,2934.966667175293,112,219.7,1045.13,145008,72
628,36047036100,439,-26393.8924407959,14550.594627380371,491,1028.19,5038.550000000002,718998,357
629,36047036200,143,-4362.270164489746,2404.4866905212402,82,209.49999999999991,991.3900000000001,118826,59
630,36047036300,453,-45544.97679901123,25106.00382232666,872,1854.9200000000005,8939.77,1240624,616
631,36047036400,95,-3696.7495651245117,2038.1424560546875,70,149.20000000000002,725.66,100700,50
632,36047036501,467,-56781.28910064697,31298.73063659668,1171,2380.7299999999996,11310.480000000003,1546752,768
633,36047036502,326,-16708.494148254395,9210.90312576294,358,705.5799999999997,3304.2400000000007,455164,226
634,36047036600,271,-10203.202964782715,5623.674995422363,195,420.65000000000015,1938.5000000000005,277932,138
635,36047036700,497,-120068.32563781738,66187.18048095703,2336,4892.140000000001,23410.179999999986,3270736,1624
636,36047036900,494,-108755.79024505615,59947.727405548096,2127,4497.629999999998,21706.220000000012,2962594,1471
637,36047037000,315,-12790.608757019043,7050.382053375244,274,547.9,2737.3699999999994,348422,173
638,36047037100,486,-70531.64870452881,38879.61347961426,1387,3007.3199999999997,14239.489999999996,1921356,954
639,36047037300,494,-115185.10078430176,63499.148387908936,2209,4774.830000000001,22976.38000000001,3137812,1558
640,36047037401,495,-135296.2752609253,74586.80759811401,2598,5319.449999999998,25722.19000000001,3685620,1830
641,36047037402,93,-2513.6777114868164,1385.9169807434082,47,93.94000000000003,492.09999999999997,68476,34
642,36047037500,504,-216329.4969329834,119249.99168014526,4209,9092.569999999998,44140.219999999994,5892964,2926
643,36047037700,490,-99070.97537994385,54614.37762451172,1924,4247.92,20238.930000000004,2698760,1340
644,36047037900,503,-129605.86232757568,71444.9923248291,2450,5330.920000000002,25884.05,3530542,1753
645,36047038100,486,-40737.99327850342,22458.696865081787,790,1657.9100000000008,8083.909999999999,1109714,551
646,36047038200,206,-5766.865379333496,3178.7329711914062,106,255.68,1183.5499999999997,157092,78
647,36047038300,492,-87980.50035095215,48501.51299285889,1637,3684.0900000000006,17589.299999999992,2396660,1190
648,36047038500,489,-64838.28601074219,35746.57717132568,1251,2834.9400000000005,12968.929999999997,1766278,877
649,36047038600,171,-5323.56999206543,2933.996437072754,104,233.35,1111.43,145008,72
650,36047038700,503,-146094.49723052979,80526.09673309326,2877,6141.850000000003,29858.56999999999,3979664,1976
651,36047038800,149,-3992.482749938965,2201.154010772705,79,152.17000000000004,762.5500000000002,108756,54
652,36047038900,503,-202206.43766021729,111463.33735275269,3999,8288.800000000001,40805.930000000015,5508290,2735
653,36047039000,115,-3548.885398864746,1955.4854278564453,62,139.64000000000001,662.79,96672,48
654,36047039100,502,-226236.1904296875,124709.20260238647,4374,9649.379999999996,46275.14999999998,6162840,3060
655,36047039200,121,-3474.8436965942383,1916.094181060791,64,117.41,606.13,94658,47
656,36047039300,504,-400940.99655914307,221010.99241256714,7911,16517.089999999997,79536.94999999995,10921922,5423
657,36047039400,197,-5249.452621459961,2893.118267059326,105,222.73,1040.31,142994,71
658,36047039500,500,-148090.9920425415,81635.38552856445,2873,6029.919999999998,29059.759999999995,4034042,2003
659,36047039600,171,-3992.702262878418,2200.3955612182617,92,179.2599999999999,843.6800000000002,108756,54
660,36047039700,502,-108754.56288909912,59949.508113861084,2179,4712.77,22742.260000000013,2962594,1471
661,36047039800,244,-6876.100929260254,3790.0443153381348,137,264.67,1356.4899999999998,187302,93
662,36047039900,485,-56262.25747680664,31017.18014907837,1108,2280.579999999999,10931.630000000001,1532654,761
663,36047040000,150,-3549.387046813965,1956.033634185791,65,174.35000000000002,804.0799999999999,96672,48
664,36047040100,499,-82287.59655761719,45362.59978866577,1577,3283.72,15916.370000000006,2241582,1113
665,36047040200,125,-3104.9759674072266,1711.2305755615234,66,112.06000000000002,581.1,84588,42
666,36047040300,489,-73341.3953704834,40425.4704246521,1387,2853.750000000001,14205.230000000001,1997888,992
667,36047040400,32,-887.0829086303711,489.09280014038086,26,33.800000000000004,187.55,24168,12
668,36047040500,376,-21588.311820983887,11899.64663696289,399,939.3600000000002,4423.539999999999,588088,292
669,36047040600,39,-1109.194107055664,611.1714248657227,34,23.540000000000003,138.85,30210,15
670,36047040800,56,-1331.0853271484375,733.3968086242676,24,54.190000000000005,246.10000000000002,36252,18
671,36047040900,328,-15008.227554321289,8273.674850463867,309,604.7099999999999,3065.1999999999994,408842,203
672,36047041000,18,-443.5646743774414,244.60076522827148,7,14.29,78.13,12084,6
673,36047041100,402,-21366.42652130127,11778.27791595459,437,905.5699999999999,4230.81,582046,289
674,36047041200,131,-3549.1873092651367,1956.1659393310547,66,166.34,792.5299999999999,96672,48
675,36047041300,418,-22181.027366638184,12227.383811950684,407,958.4299999999998,4571.029999999999,604200,300
676,36047041401,93,-3104.7711486816406,1712.012825012207,61,125.87,621.3,84588,42
677,36047041402,119,-3105.5692138671875,1712.16597366333,74,126.86999999999998,657.43,84588,42
678,36047041500,437,-33048.41815948486,18215.041679382324,680,1261.1199999999994,6198.340000000001,900258,447
679,36047041600,93,-2366.0525283813477,1304.634708404541,45,129.43,571.2400000000001,64448,32
680,36047041700,399,-20996.112747192383,11574.746536254883,402,961.2400000000004,4429.820000000001,571976,284
681,36047041800,116,-3548.8105850219727,1956.4120063781738,74,149.12000000000003,716.8,96672,48
682,36047041900,452,-41329.58026123047,22782.397495269775,801,1677.76,8471.949999999997,1125826,559
683,36047042000,279,-11828.097709655762,6520.666313171387,234,431.44999999999993,2155.9400000000005,322240,160
684,36047042100,497,-104616.57987213135,57668.45976257324,2024,4474.350000000001,21170.93000000001,2849810,1415
685,36047042200,142,-3992.2868118286133,2200.3971366882324,71,156.93999999999997,779.0600000000001,108756,54
686,36047042300,504,-286269.7330169678,157801.3798675537,5662,11949.2,57297.97000000002,7798208,3872
687,36047042400,139,-3252.7588653564453,1793.533863067627,63,110.39,597.1800000000001,88616,44
688,36047042500,504,-526917.6467971802,290461.01165008545,10336,21995.710000000014,105546.98,14353778,7127
689,36047042600,33,-887.3125305175781,489.070125579834,14,28.93,143.37,24168,12
690,36047042700,504,-324343.6251449585,178790.1496925354,6393,13614.809999999996,65293.280000000006,8835418,4387
691,36047042900,500,-144609.32806396484,79716.53025817871,2861,6202.51,29096.99000000001,3939384,1956
692,36047043000,168,-4214.370956420898,2323.2258796691895,79,167.79999999999998,882.6500000000002,114798,57
693,36047043100,502,-138032.95573425293,76087.65323638916,2746,5647.460000000003,27235.110000000004,3760138,1867
694,36047043200,191,-5692.7617263793945,3139.0597610473633,116,238.63,1184.54,155078,77
695,36047043300,450,-38889.0724029541,21434.225605010986,766,1615.63,7981.199999999997,1059364,526
696,36047043400,221,-9759.749282836914,5380.060985565186,178,374.74000000000007,1806.68,265848,132
697,36047043500,445,-32606.76495361328,17969.606925964355,706,1405.6799999999998,6649.83,888174,441
698,36047043600,239,-6506.208831787109,3587.5783195495605,119,260.0,1295.6899999999996,177232,88
699,36047043700,446,-56114.815505981445,30932.182907104492,1137,2355.5899999999997,11209.75,1528626,759
700,36047043800,154,-3918.1996307373047,2160.2025718688965,70,126.03,627.41,106742,53
701,36047043900,492,-81326.41415405273,44829.65631866455,1568,3378.0,16280.350000000004,2215400,1100
702,36047044000,79,-1774.752342224121,978.0819053649902,36,107.25000000000001,441.53000000000003,48336,24
703,36047044100,472,-76742.30955505371,42300.68657684326,1579,3265.5200000000004,15368.419999999998,2090532,1038
704,36047044200,94,-2661.498954772949,1466.9224090576172,54,89.99000000000001,449.31,72504,36
705,36047044300,495,-82136.51547241211,45280.396099090576,1609,3503.1100000000015,17091.019999999997,2237554,1111
706,36047044400,81,-2365.8567276000977,1304.4870681762695,45,99.41000000000001,508.46999999999997,64448,32
707,36047044500,490,-93305.0698852539,51430.18746948242,1760,3911.8500000000013,19277.619999999984,2541668,1262
708,36047044600,73,-1774.2563705444336,978.2821578979492,27,86.14,384.5,48336,24
709,36047044700,504,-474282.6082458496,261431.79502487183,9245,19635.83999999999,94442.06999999998,12919810,6415
710,36047044800,40,-960.9343109130859,529.6966743469238,16,32.28,170.73,26182,13
711,36047044900,475,-72084.74263763428,39735.48445510864,1428,2906.710000000001,14007.490000000002,1963650,975
712,36047045000,68,-1256.7508392333984,692.8804016113281,39,37.63999999999999,207.38,34238,17
713,36047045200,99,-3105.334846496582,1711.498607635498,58,159.66,705.6099999999999,84588,42
714,36047045300,504,-267118.9716720581,147249.4581298828,5189,11026.530000000004,53381.38000000001,7276582,3613
715,36047045400,248,-8872.05354309082,4891.756534576416,154,309.26,1520.89,241680,120
716,36047045600,419,-25875.238609313965,14264.412166595459,465,1156.2399999999996,5628.579999999999,704900,350
717,36047045800,231,-7911.038215637207,4360.703308105469,143,289.75999999999993,1477.4199999999998,215498,107
718,36047046000,486,-53748.47458648682,29630.03810119629,1091,2196.5500000000006,10616.599999999999,1464178,727
719,36047046201,99,-2587.467170715332,1426.5315742492676,54,103.25999999999999,510.6,70490,35
720,36047046202,101,-3031.1506423950195,1670.775547027588,51,121.77,604.7300000000002,82574,41
721,36047046400,117,-3105.3545303344727,1711.0718536376953,62,108.93,579.01,84588,42
722,36047046800,19,-443.72599029541016,244.57440185546875,7,26.47,136.05,12084,6
723,36047047200,56,-1700.4589767456055,937.6603317260742,31,66.01,330.92,46322,23
724,36047047400,29,-517.4558715820312,285.1362609863281,13,17.490000000000002,84.75,14098,7
725,36047047600,58,-1331.0504455566406,733.858959197998,32,44.849999999999994,241.8,36252,18
726,36047047700,504,-318060.21307373047,175325.76957321167,6131,13396.809999999998,63838.32,8664228,4302
727,36047047800,275,-9315.400970458984,5135.695957183838,187,383.50000000000006,1815.2999999999997,253764,126
728,36047048000,338,-15378.261131286621,8476.78438949585,308,634.0600000000001,3100.9799999999996,418912,208
729,36047048100,504,-430067.6663284302,237075.1977005005,8380,18004.1,86244.29999999996,11715438,5817
730,36047048200,299,-11089.111114501953,6113.5694580078125,221,436.34999999999997,2217.5299999999993,302100,150
731,36047048400,377,-16560.603675842285,9130.464530944824,289,718.2499999999998,3498.3699999999994,451136,224
732,36047048500,504,-503707.4810028076,277660.88062667847,9801,20893.84,101466.72000000002,13721382,6813
733,36047048600,298,-12568.771179199219,6928.502895355225,259,515.97,2486.2,342380,170
734,36047048800,403,-23141.067092895508,12755.633953094482,445,964.4499999999995,4792.9900000000025,630382,313
735,36047048900,497,-150822.4437637329,83142.10828018188,2869,6285.449999999999,30164.250000000004,4108560,2040
736,36047049000,407,-21071.52416229248,11615.71936416626,395,886.1799999999998,4268.48,573990,285
737,36047049100,504,-252040.18028259277,138938.54405593872,4731,10532.159999999998,50496.46999999999,6865726,3409
738,36047049200,498,-123835.17864990234,68264.7919883728,2486,5265.840000000001,25064.58,3373450,1675
739,36047049300,504,-632798.1412887573,348827.48961639404,12581,26234.76999999999,126319.74,17237826,8559
740,36047049400,469,-38149.596588134766,21032.286060333252,736,1585.8400000000001,7629.400000000002,1039224,516
741,36047049500,504,-900209.2633743286,496246.95431900024,17460,37244.78999999998,179956.3099999999,24522464,12176
742,36047049600,491,-72969.90950012207,40225.613021850586,1402,2943.169999999999,14321.66,1987818,987
743,36047049700,504,-1113288.7462158203,613691.8689537048,21670,45689.65,220222.4599999999,30326812,15058
744,36047049800,291,-12493.989974975586,6888.93563079834,246,507.76000000000005,2455.6300000000006,340366,169
745,36047049900,504,-485520.59941864014,267643.2116127014,9377,19822.869999999995,96518.40000000004,13225938,6567
746,36047050000,458,-37928.97292327881,20907.427730560303,771,1488.1299999999994,7296.14,1033182,513
747,36047050100,504,-1910502.5573272705,1053147.8785705566,36950,79841.30000000003,385036.0899999998,52043774,25841
748,36047050202,478,-66983.10913848877,36925.347621917725,1319,2796.5399999999986,13175.82,1824684,906
749,36047050300,504,-937397.0194778442,516735.55882644653,18173,39043.99,187145.2900000001,25535506,12679
750,36047050400,495,-99884.32065582275,55058.825634002686,1882,4218.329999999998,20371.870000000006,2720914,1351
751,36047050500,504,-299944.79192352295,165348.82583999634,5869,12500.649999999998,59558.59,8170798,4057
752,36047050600,480,-48796.30725097656,26899.076789855957,986,2068.8200000000006,9952.54,1329240,660
753,36047050700,494,-118514.24241638184,65329.85983657837,2337,4874.450000000001,23546.91,3228442,1603
754,36047050801,496,-143286.2649230957,78984.22537231445,2722,5900.189999999999,28476.23999999999,3903132,1938
755,36047050803,504,-229488.1912689209,126503.84725952148,4602,9672.08,47013.96999999999,6251456,3104
