,census_tract,rides_yellow,rides_uber,rides_green,share_uber,total_rides,share_yellow
374,21900,52922,2494.0,46059.0,0.4538950480413895,101475.0,0.5215274698201527
375,22000,6631,1274.0,15128.0,0.6567967698519516,23033.0,0.2878912864151435
376,22001,926,117.0,672.0,0.39183673469387753,1715.0,0.5399416909620991
377,22002,291,127.0,443.0,0.5145180023228804,861.0,0.33797909407665505
378,22100,4441,1744.0,8042.0,0.5652632318830393,14227.0,0.31215294861882337
379,22101,115,6.0,3674.0,0.9681159420289855,3795.0,0.030303030303030304
380,22102,7398,673.0,22757.0,0.7381925522252498,30828.0,0.2399766446087972
381,22200,14371,878.0,60676.0,0.7991570628910108,75925.0,0.18927889364504444
382,22300,177,122.0,5153.0,0.9451577402787967,5452.0,0.032465150403521645
383,22301,37538,512.0,37049.0,0.4933354638543789,75099.0,0.49984686879985085
384,22302,4167,246.0,2620.0,0.3725295037679511,7033.0,0.5924925351912413
385,22400,3433,368.0,8294.0,0.6857379082265399,12095.0,0.28383629599007854
386,22401,263,181.0,4587.0,0.9117471675611211,5031.0,0.05227588948519181
387,22403,79,32.0,559.0,0.8343283582089552,670.0,0.11791044776119403
388,22404,51,23.0,1296.0,0.945985401459854,1370.0,0.03722627737226277
389,22500,759,406.0,3192.0,0.7326141840716089,4357.0,0.17420243286665135
390,22600,5839,1530.0,13310.0,0.6436481454615793,20679.0,0.28236375066492575
391,22700,15545,2556.0,43137.0,0.7044155589666546,61238.0,0.253845651392926
392,22701,132,128.0,2449.0,0.9040236249538575,2709.0,0.048726467331118496
393,22702,574,156.0,5079.0,0.8743329316577724,5809.0,0.09881218798416251
394,22703,116,23.0,5965.0,0.9772280471821756,6104.0,0.019003931847968544
395,22800,4863,605.0,12473.0,0.6952232317039184,17941.0,0.27105512513237834
396,22900,33712,2293.0,44646.0,0.5535703215087228,80651.0,0.41799853690592803
397,22901,84,12.0,2566.0,0.9639368895567243,2662.0,0.03155522163786627
398,22902,48,41.0,339.0,0.7920560747663551,428.0,0.11214953271028037
399,23000,4419,414.0,14152.0,0.7454306031077166,18985.0,0.23276270740057942
400,23100,8204,3723.0,28161.0,0.7024795450009979,40088.0,0.20464977050488925
401,23200,3049,281.0,15080.0,0.8191200434546442,18410.0,0.16561651276480174
402,23300,10757,2045.0,13304.0,0.5096146479736459,26106.0,0.4120508695319084
403,23301,106,13.0,4646.0,0.9750262329485834,4765.0,0.02224554039874082
404,23302,121,67.0,4909.0,0.9631155581714734,5097.0,0.023739454581126154
405,23400,2839,395.0,9813.0,0.7521269257300529,13047.0,0.21759791522955468
406,23500,4996,1865.0,8060.0,0.5401782722337645,14921.0,0.3348301052208297
407,23501,2171,556.0,12378.0,0.8194637537239324,15105.0,0.14372724263488912
408,23502,2079,343.0,11431.0,0.8251642243557352,13853.0,0.15007579585649317
409,23600,1334,198.0,6884.0,0.8179657794676806,8416.0,0.15850760456273763
410,23700,22283,1281.0,32056.0,0.5763394462423589,55620.0,0.40062927004674576
411,23702,135,74.0,12871.0,0.9840214067278288,13080.0,0.010321100917431193
412,23703,193,36.0,9365.0,0.9761309151553054,9594.0,0.02011673962893475
413,23704,126,48.0,5593.0,0.969828333622334,5767.0,0.021848448066585747
414,23800,670,66.0,2150.0,0.7449757449757449,2886.0,0.23215523215523215
415,23801,9769,1979.0,11901.0,0.5032348090828365,23649.0,0.4130830056239164
416,23802,977,239.0,748.0,0.38085539714867617,1964.0,0.4974541751527495
417,23900,3818,555.0,18141.0,0.8057653015901217,22514.0,0.16958337034733945
418,24000,4637,2214.0,3411.0,0.33239134671603976,10262.0,0.45186123562658354
419,24100,7466,2115.0,14802.0,0.6070622975023582,24383.0,0.3061969404913259
420,24200,5140,305.0,4493.0,0.45210303884081304,9938.0,0.517206681424834
421,24300,6860,1757.0,12221.0,0.5864766292350514,20838.0,0.3292062577982532
422,24301,1063,154.0,6690.0,0.8460857468066271,7907.0,0.13443783988870622
423,24302,499,53.0,4795.0,0.8967645408640359,5347.0,0.0933233588928371
424,24400,86,33.0,1122.0,0.9041095890410958,1241.0,0.0692989524576954
425,24401,12,,,,,
426,24402,1,312.0,,,,
427,24500,28451,1941.0,51207.0,0.6275444552016569,81599.0,0.3486684885844189
428,24501,58,12.0,3055.0,0.9776,3125.0,0.01856
429,24502,75,57.0,1363.0,0.9117056856187291,1495.0,0.05016722408026756
430,24600,137,67.0,500.0,0.7102272727272727,704.0,0.19460227272727273
431,24700,10491,1720.0,20633.0,0.6282121544269882,32844.0,0.31941907197661673
432,24800,575,1027.0,906.0,0.361244019138756,2508.0,0.2292663476874003
433,24900,14838,1449.0,72042.0,0.8156098223686445,88329.0,0.16798559929355025
434,25000,87,99.0,109.0,0.3694915254237288,295.0,0.29491525423728815
435,25100,27413,2733.0,88620.0,0.7461731471970092,118766.0,0.23081521647609585
436,25200,84,53.0,487.0,0.780448717948718,624.0,0.1346153846153846
437,25300,8750,1726.0,33371.0,0.7610782949802724,43847.0,0.19955755239811163
438,25301,17971,301.0,14583.0,0.4438593821336174,32855.0,0.5469791508141836
439,25302,7418,246.0,7017.0,0.47796471629997955,14681.0,0.5052789319528642
440,25400,102,62.0,898.0,0.8455743879472694,1062.0,0.096045197740113
441,25500,7190,2637.0,12517.0,0.5601951306838525,22344.0,0.32178660938059434
442,25600,80,72.0,673.0,0.8157575757575758,825.0,0.09696969696969697
443,25700,28113,2490.0,57104.0,0.6510768809787132,87707.0,0.3205331387460522
444,25800,54,39.0,73.0,0.4397590361445783,166.0,0.3253012048192771
445,25900,7428,570.0,48111.0,0.8574560230978987,56109.0,0.1323851788483131
446,25901,1177,674.0,2627.0,0.5866458240285842,4478.0,0.26284055381866905
447,25902,719,342.0,1350.0,0.5599336374948154,2411.0,0.29821650767316465
448,26000,49,64.0,68.0,0.3756906077348066,181.0,0.27071823204419887
449,26100,5829,1535.0,27151.0,0.7866434883384036,34515.0,0.16888309430682313
450,26200,31,64.0,14.0,0.12844036697247707,109.0,0.28440366972477066
451,26300,13120,987.0,63472.0,0.8181595534874129,77579.0,0.16911793139896106
452,26400,133,166.0,1343.0,0.817904993909866,1642.0,0.08099878197320341
453,26500,17867,1838.0,141262.0,0.8775836040927644,160967.0,0.1109979064031758
454,26600,33,20.0,68.0,0.5619834710743802,121.0,0.2727272727272727
455,26601,80,50.0,575.0,0.8156028368794326,705.0,0.11347517730496454
456,26602,60,80.0,712.0,0.8356807511737089,852.0,0.07042253521126761
457,26700,10289,1708.0,105052.0,0.8975044639424514,117049.0,0.08790335671385488
458,26701,111,43.0,6449.0,0.9766772679085264,6603.0,0.016810540663334848
459,26702,36,32.0,799.0,0.9215686274509803,867.0,0.04152249134948097
460,26800,57,8.0,4.0,0.057971014492753624,69.0,0.8260869565217391
461,26900,2404,1458.0,21109.0,0.8453405950903048,24971.0,0.09627167514316608
462,26901,4645,82.0,69034.0,0.9359146432396523,73761.0,0.06297365816623961
463,26902,1796,155.0,13518.0,0.873876785829724,15469.0,0.11610317409011571
464,27000,71,81.0,60.0,0.2830188679245283,212.0,0.33490566037735847
465,27100,6156,882.0,35646.0,0.8351138599943773,42684.0,0.14422265954456
466,27200,48,60.0,167.0,0.6072727272727273,275.0,0.17454545454545456
467,27300,3997,1328.0,18716.0,0.7785033900420115,24041.0,0.16625764319287883
468,27301,3,,,,,
469,27302,6,,,,,
470,27400,23,40.0,30.0,0.3225806451612903,93.0,0.24731182795698925
471,27401,20,49.0,132.0,0.6567164179104478,201.0,0.09950248756218906
472,27402,45,5.0,6.0,0.10714285714285714,56.0,0.8035714285714286
473,27500,1638,986.0,6661.0,0.7173936456650511,9285.0,0.1764135702746365
474,27600,70,65.0,99.0,0.4230769230769231,234.0,0.29914529914529914
475,27700,1449,936.0,11194.0,0.8243611458870315,13579.0,0.1067088887252375
476,27702,13,6.0,12.0,0.3870967741935484,31.0,0.41935483870967744
477,27704,3,6.0,,,,
478,27705,3,2.0,,,,
479,27706,10,6.0,,,,
480,27800,99,74.0,78.0,0.3107569721115538,251.0,0.3944223107569721
481,27900,3570,1380.0,23078.0,0.8233908948194663,28028.0,0.12737262737262736
482,28000,60,31.0,59.0,0.3933333333333333,150.0,0.4
483,28100,2398,1408.0,6602.0,0.6343197540353575,10408.0,0.23039969254419676
484,28200,40,95.0,55.0,0.2894736842105263,190.0,0.21052631578947367
485,28300,2451,1016.0,16990.0,0.8305225595150804,20457.0,0.11981228919196363
486,28400,88,105.0,780.0,0.8016443987667009,973.0,0.09044193216855087
487,28500,2134,916.0,12417.0,0.8028059740091809,15467.0,0.13797116441456003
488,28501,4334,585.0,5624.0,0.5334345063075026,10543.0,0.4110784406715356
489,28502,382,295.0,725.0,0.5171184022824536,1402.0,0.2724679029957204
490,28600,187,231.0,2980.0,0.8769864626250736,3398.0,0.05503237198351972
491,28700,8739,1685.0,14380.0,0.5797452023867118,24804.0,0.352322206095791
492,28800,112,161.0,566.0,0.6746126340882003,839.0,0.133492252681764
493,28900,4184,857.0,22085.0,0.8141635331416354,27126.0,0.15424316154243162
494,29000,111,80.0,48.0,0.200836820083682,239.0,0.46443514644351463
495,29100,5885,820.0,17705.0,0.725317492830807,24410.0,0.24108971732896353
496,29102,416,830.0,18.0,0.014240506329113924,1264.0,0.3291139240506329
497,29103,51,77.0,28.0,0.1794871794871795,156.0,0.3269230769230769
498,29104,76,78.0,18.0,0.10465116279069768,172.0,0.4418604651162791
499,29200,141,19.0,30.0,0.15789473684210525,190.0,0.7421052631578947
500,29300,7450,676.0,25443.0,0.7579314248264768,33569.0,0.2219309481962525
501,29301,204,265.0,36.0,0.07128712871287128,505.0,0.403960396039604
502,29302,213,155.0,205.0,0.35776614310645727,573.0,0.3717277486910995
503,29400,164,140.0,210.0,0.4085603112840467,514.0,0.31906614785992216
504,29500,10789,2045.0,27238.0,0.6797264923138351,40072.0,0.2692403673387902
505,29600,273,289.0,5158.0,0.9017482517482518,5720.0,0.04772727272727273
506,29700,2643,1789.0,8436.0,0.6555797326701897,12868.0,0.20539322350015543
507,29800,48,15.0,25.0,0.2840909090909091,88.0,0.5454545454545454
508,29900,9636,346.0,5419.0,0.3518602688137134,15401.0,0.6256736575547043
509,30000,108,93.0,4026.0,0.9524485450674237,4227.0,0.0255500354861604
510,30100,445,220.0,804.0,0.5473110959836623,1469.0,0.30292716133424097
511,30200,128,124.0,1606.0,0.8643702906350915,1858.0,0.0688912809472551
512,30300,1120,269.0,5333.0,0.7933650699196668,6722.0,0.1666170782505207
513,30301,5,65.0,,,,
514,30302,9,6.0,72.0,0.8275862068965517,87.0,0.10344827586206896
515,30400,42,44.0,65.0,0.4304635761589404,151.0,0.2781456953642384
516,30500,3703,2019.0,6431.0,0.5291697523245289,12153.0,0.3046984283715955
517,30600,924,400.0,411.0,0.23688760806916426,1735.0,0.5325648414985591
518,30700,1046,467.0,5145.0,0.7727545809552419,6658.0,0.157104235506158
519,30701,133,211.0,223.0,0.3932980599647266,567.0,0.2345679012345679
520,30800,11,19.0,36.0,0.5454545454545454,66.0,0.16666666666666666
521,30900,1322,574.0,13383.0,0.8759081091694483,15279.0,0.08652398717193534
522,30902,1234,54.0,1528.0,0.5426136363636364,2816.0,0.4382102272727273
523,30903,3777,83.0,4967.0,0.5627053359012122,8827.0,0.427891695932933
524,30904,5253,302.0,1985.0,0.26326259946949604,7540.0,0.696684350132626
525,31000,50,21.0,246.0,0.7760252365930599,317.0,0.15772870662460567
526,31100,1611,562.0,4346.0,0.6666666666666666,6519.0,0.2471237919926369
527,31200,13,29.0,287.0,0.8723404255319149,329.0,0.03951367781155015
528,31300,1215,831.0,2167.0,0.5143603133159269,4213.0,0.28839306907192025
529,31400,23,18.0,58.0,0.5858585858585859,99.0,0.23232323232323232
530,31500,1658,1225.0,4031.0,0.5830199595024588,6914.0,0.23980329765692798
531,31600,4,52.0,12.0,0.17647058823529413,68.0,0.058823529411764705
532,31700,96750,8295.0,2957.0,0.027379122608840577,108002.0,0.8958167441343678
533,31701,1174,1125.0,3153.0,0.5783198826118855,5452.0,0.21533382245047689
534,31702,2335,943.0,3877.0,0.5418588399720475,7155.0,0.32634521313766596
535,31703,312202,35323.0,158.0,0.0004544369439978371,347683.0,0.897950144240587
536,31704,136468,12088.0,12.0,8.07710947175704e-05,148568.0,0.9185558128264498
537,31800,21,6.0,24.0,0.47058823529411764,51.0,0.4117647058823529
538,31900,245372,12374.0,963.0,0.0037223289487416365,258709.0,0.9484478700006571
539,31901,12,,,,,
540,31902,7070,31792.0,428.0,0.010893357088317637,39290.0,0.17994400610842454
541,32000,222,167.0,210.0,0.35058430717863104,599.0,0.37061769616026713
542,32100,889,609.0,1820.0,0.5485232067510548,3318.0,0.2679324894514768
543,32300,3925,5158.0,1428.0,0.13585767291409,10511.0,0.37341832366092664
544,32400,13,21.0,211.0,0.8612244897959184,245.0,0.053061224489795916
545,32500,703,438.0,1624.0,0.5873417721518988,2765.0,0.25424954792043397
546,32600,97,56.0,1339.0,0.8974530831099196,1492.0,0.06501340482573727
547,32700,8025,760.0,12780.0,0.5926269418038488,21565.0,0.3721307674472525
548,32800,82,153.0,1046.0,0.8165495706479313,1281.0,0.06401249024199844
549,32900,6892,1564.0,2747.0,0.24520217798803892,11203.0,0.6151923591895028
550,33000,288,304.0,1255.0,0.6794802382241473,1847.0,0.15592853275582025
551,33100,928032,34134.0,1534.0,0.0015917816747950608,963700.0,0.9629884818927053
552,33201,99,42.0,1252.0,0.8987796123474515,1393.0,0.07106963388370424
553,33202,63,43.0,2333.0,0.956539565395654,2439.0,0.025830258302583026
554,33300,132,184.0,216.0,0.40601503759398494,532.0,0.24812030075187969
555,33400,56,45.0,81.0,0.44505494505494503,182.0,0.3076923076923077
556,33401,29,21.0,43.0,0.46236559139784944,93.0,0.3118279569892473
557,33402,159,109.0,102.0,0.2756756756756757,370.0,0.4297297297297297
558,33500,167,977.0,237.0,0.1716147719044171,1381.0,0.12092686459087618
559,33600,52,49.0,504.0,0.8330578512396695,605.0,0.0859504132231405
560,33700,4659,521.0,8778.0,0.6288866599799399,13958.0,0.33378707551225106
561,33800,46,19.0,680.0,0.912751677852349,745.0,0.06174496644295302
562,33900,2650,439.0,5997.0,0.6600264142637025,9086.0,0.2916574950473256
563,34000,43,41.0,674.0,0.8891820580474934,758.0,0.05672823218997362
564,34100,838,938.0,2206.0,0.5539929683576093,3982.0,0.21044701155198392
565,34200,44,39.0,1041.0,0.9261565836298933,1124.0,0.03914590747330961
566,34300,750,892.0,2059.0,0.5563361253715212,3701.0,0.2026479329910835
567,34400,21,19.0,304.0,0.8837209302325582,344.0,0.061046511627906974
568,34500,407,440.0,1137.0,0.5730846774193549,1984.0,0.20514112903225806
569,34700,6143,1421.0,3431.0,0.31205093224192815,10995.0,0.5587085038653934
570,34800,100,54.0,466.0,0.7516129032258064,620.0,0.16129032258064516
571,34900,512,252.0,1420.0,0.6501831501831502,2184.0,0.23443223443223443
572,35000,206,276.0,2389.0,0.8321142459073494,2871.0,0.07175200278648554
573,35100,2979,2059.0,5046.0,0.5003966679888933,10084.0,0.2954184847282824
574,35200,74,107.0,173.0,0.4887005649717514,354.0,0.20903954802259886
575,35300,2351,572.0,4698.0,0.616454533525784,7621.0,0.3084896995144994
576,35400,62,79.0,83.0,0.3705357142857143,224.0,0.2767857142857143
577,35500,351,299.0,570.0,0.4672131147540984,1220.0,0.28770491803278686
578,35600,150,27.0,891.0,0.8342696629213483,1068.0,0.1404494382022472
579,35601,72,79.0,77.0,0.33771929824561403,228.0,0.3157894736842105
580,35602,64,60.0,24.0,0.16216216216216217,148.0,0.43243243243243246
581,35700,227037,17515.0,1289.0,0.005243226312942105,245841.0,0.9235115379452573
582,35800,53,106.0,97.0,0.37890625,256.0,0.20703125
583,35900,243,291.0,1963.0,0.7861433720464558,2497.0,0.09731678013616339
584,36000,24,7.0,238.0,0.8847583643122676,269.0,0.08921933085501858
585,36001,46,82.0,42.0,0.24705882352941178,170.0,0.27058823529411763
586,36002,119,108.0,72.0,0.2408026755852843,299.0,0.3979933110367893
587,36100,1309,266.0,5955.0,0.7908366533864541,7530.0,0.1738379814077025
588,36200,40,12.0,59.0,0.5315315315315315,111.0,0.36036036036036034
589,36300,275,120.0,2525.0,0.8647260273972602,2920.0,0.09417808219178082
590,36400,94,163.0,785.0,0.753358925143954,1042.0,0.09021113243761997
591,36500,850,47.0,1584.0,0.6384522370012092,2481.0,0.34260378879484077
592,36501,303,130.0,2432.0,0.8488656195462478,2865.0,0.10575916230366492
593,36502,178,94.0,2755.0,0.9101420548397754,3027.0,0.05880409646514701
594,36600,114,94.0,150.0,0.41899441340782123,358.0,0.31843575418994413
595,36700,780,509.0,2385.0,0.6491562329885683,3674.0,0.21230266739248776
596,36800,55,52.0,1110.0,0.9120788824979458,1217.0,0.04519309778142974
597,36900,225,199.0,1471.0,0.7762532981530343,1895.0,0.11873350923482849
598,36901,46,30.0,3565.0,0.9791266135677011,3641.0,0.012633891787970338
599,36902,34,22.0,576.0,0.9113924050632911,632.0,0.05379746835443038
600,37000,89,38.0,667.0,0.8400503778337531,794.0,0.11209068010075567
601,37100,551258,26361.0,2613.0,0.004503371065366957,580232.0,0.9500648016655406
602,37200,12,12.0,72.0,0.75,96.0,0.125
603,37300,1866,419.0,4564.0,0.6663746532340488,6849.0,0.2724485326325011
604,37400,23,23.0,500.0,0.9157509157509157,546.0,0.04212454212454213
605,37401,126,76.0,1830.0,0.9005905511811023,2032.0,0.06200787401574803
606,37402,26,38.0,34.0,0.3469387755102041,98.0,0.2653061224489796
607,37500,1515,688.0,12237.0,0.8474376731301939,14440.0,0.1049168975069252
608,37504,52,61.0,2539.0,0.9573906485671192,2652.0,0.0196078431372549
609,37600,36,46.0,183.0,0.690566037735849,265.0,0.13584905660377358
610,37700,1469,620.0,4214.0,0.6685705219736633,6303.0,0.23306362049817547
611,37800,101,12.0,1917.0,0.9443349753694581,2030.0,0.04975369458128079
612,37900,908,553.0,6727.0,0.8215681485100147,8188.0,0.11089399120664387
613,38000,41,31.0,381.0,0.8410596026490066,453.0,0.09050772626931568
614,38100,844,481.0,3614.0,0.7317270702571371,4939.0,0.1708847944928123
615,38200,17,69.0,157.0,0.6460905349794238,243.0,0.06995884773662552
616,38300,379,577.0,1190.0,0.554520037278658,2146.0,0.1766076421248835
617,38301,1129,1522.0,14047.0,0.8412384716732543,16698.0,0.06761288777099053
618,38302,1912,276.0,2342.0,0.5169977924944812,4530.0,0.422075055187638
619,38400,25,24.0,42.0,0.46153846153846156,91.0,0.27472527472527475
620,38500,366,282.0,3466.0,0.8424890617403986,4114.0,0.08896451142440447
621,38501,30,80.0,28.0,0.2028985507246377,138.0,0.21739130434782608
622,38502,49,9.0,12.0,0.17142857142857143,70.0,0.7
623,38600,65,47.0,530.0,0.8255451713395638,642.0,0.10124610591900311
624,38700,1384,1004.0,11680.0,0.8302530565823145,14068.0,0.09837930054023315
625,38800,26,33.0,96.0,0.6193548387096774,155.0,0.16774193548387098
626,38900,4258,1262.0,8855.0,0.616,14375.0,0.2962086956521739
627,39000,58,69.0,108.0,0.4595744680851064,235.0,0.24680851063829787
628,39100,4230,1327.0,5363.0,0.4911172161172161,10920.0,0.3873626373626374
629,39200,71,58.0,663.0,0.8371212121212122,792.0,0.08964646464646464
630,39300,5558,1774.0,9720.0,0.5700211118930331,17052.0,0.32594417077175697
631,39400,101,152.0,584.0,0.6977299880525687,837.0,0.12066905615292713
632,39500,1780,738.0,6523.0,0.7214909855104524,9041.0,0.196880876009291
633,39600,54,458.0,127.0,0.19874804381846636,639.0,0.08450704225352113
634,39700,1004,1240.0,2098.0,0.4831874712114233,4342.0,0.23122984799631507
635,39800,54,106.0,282.0,0.6380090497737556,442.0,0.12217194570135746
636,39900,1963,1193.0,7568.0,0.7057068258112644,10724.0,0.183047370384185
637,39901,201,98.0,13235.0,0.9779074922417615,13534.0,0.01485148514851485
638,39902,88,68.0,5060.0,0.9700920245398773,5216.0,0.01687116564417178
639,40000,30,58.0,48.0,0.35294117647058826,136.0,0.22058823529411764
640,40100,1028,476.0,10586.0,0.8755996691480562,12090.0,0.08502894954507857
641,40200,57,160.0,66.0,0.2332155477031802,283.0,0.20141342756183744
642,40300,756,349.0,8077.0,0.8796558483990417,9182.0,0.08233500326726204
643,40302,47,39.0,2937.0,0.9715514389679126,3023.0,0.015547469401257029
644,40303,47,31.0,986.0,0.9266917293233082,1064.0,0.044172932330827065
645,40304,122,50.0,9163.0,0.9815747188002143,9335.0,0.013069094804499196
646,40400,58,94.0,106.0,0.4108527131782946,258.0,0.2248062015503876
647,40500,493,192.0,14556.0,0.9550554425562627,15241.0,0.032346958860967126
648,40501,22,25.0,329.0,0.875,376.0,0.05851063829787234
649,40502,66,67.0,2203.0,0.9430650684931506,2336.0,0.028253424657534245
650,40600,18,29.0,112.0,0.7044025157232704,159.0,0.11320754716981132
651,40700,207,126.0,3694.0,0.917308169853489,4027.0,0.0514030295505339
652,40701,138,87.0,7034.0,0.9690039950406392,7259.0,0.019010883041741287
653,40702,51,9.0,1717.0,0.9662352279122116,1777.0,0.028700056274620148
654,40800,27,24.0,394.0,0.8853932584269663,445.0,0.060674157303370786
655,40900,745,288.0,20529.0,0.9520916427047583,21562.0,0.034551525832483075
656,40901,52,40.0,39.0,0.29770992366412213,131.0,0.3969465648854962
657,40902,93,66.0,42.0,0.208955223880597,201.0,0.4626865671641791
658,41000,14,43.0,6.0,0.09523809523809523,63.0,0.2222222222222222
659,41100,431,412.0,7366.0,0.8973078328663662,8209.0,0.05250334998172737
660,41200,41,76.0,48.0,0.2909090909090909,165.0,0.24848484848484848
661,41300,268,284.0,2436.0,0.8152610441767069,2988.0,0.08969210174029452
662,41400,165,423.0,386.0,0.39630390143737165,974.0,0.16940451745379878
663,41401,31,373.0,42.0,0.09417040358744394,446.0,0.06950672645739911
664,41402,41,276.0,42.0,0.116991643454039,359.0,0.11420612813370473
665,41500,454,548.0,4910.0,0.8305142083897158,5912.0,0.07679296346414073
666,41600,46,87.0,32.0,0.19393939393939394,165.0,0.2787878787878788
667,41700,229,225.0,312.0,0.4073107049608355,766.0,0.2989556135770235
668,41800,118,90.0,179.0,0.4625322997416021,387.0,0.3049095607235142
669,41900,342,562.0,3174.0,0.7783227072094164,4078.0,0.08386463952918097
670,42000,217,167.0,1253.0,0.7654245571166769,1637.0,0.1325595601710446
671,42100,1396,938.0,14453.0,0.8609638410674927,16787.0,0.08315958777625544
672,42200,102,159.0,132.0,0.33587786259541985,393.0,0.2595419847328244
673,42300,3676,874.0,8713.0,0.6569403604011159,13263.0,0.27716202970670284
674,42400,58,60.0,166.0,0.5845070422535211,284.0,0.20422535211267606
675,42500,6998,2465.0,10239.0,0.5196934321388692,19702.0,0.35519236625723277
676,42600,44,106.0,51.0,0.2537313432835821,201.0,0.21890547263681592
677,42700,4884,2044.0,6583.0,0.4872326252682999,13511.0,0.36148323588187403
678,42800,34,26.0,30.0,0.3333333333333333,90.0,0.37777777777777777
679,42900,1720,1041.0,1978.0,0.4173876345220511,4739.0,0.36294576914960963
680,42901,34,6.0,258.0,0.8657718120805369,298.0,0.11409395973154363
681,42902,91,57.0,2469.0,0.9434466946885747,2617.0,0.03477264042797096
682,43000,81,34.0,87.0,0.4306930693069307,202.0,0.400990099009901
683,43100,1558,1037.0,3937.0,0.6027250459277403,6532.0,0.23851806491120636
684,43200,176,68.0,95.0,0.28023598820059,339.0,0.5191740412979351
685,43300,606,426.0,526.0,0.337612323491656,1558.0,0.3889602053915276
686,43400,66,81.0,348.0,0.703030303030303,495.0,0.13333333333333333
687,43500,328,398.0,526.0,0.42012779552715657,1252.0,0.26198083067092653
688,43600,52,4.0,106.0,0.654320987654321,162.0,0.32098765432098764
689,43700,377,607.0,759.0,0.4354561101549053,1743.0,0.21629374641422836
690,43701,1166,110.0,1498.0,0.5400144196106705,2774.0,0.42033165104542175
691,43702,523,52.0,914.0,0.6138347884486233,1489.0,0.35124244459368703
692,43800,87,116.0,53.0,0.20703125,256.0,0.33984375
693,43900,953,329.0,2437.0,0.6552836784081743,3719.0,0.25625168055929015
694,44000,53,148.0,85.0,0.2972027972027972,286.0,0.1853146853146853
695,44100,825,501.0,1074.0,0.4475,2400.0,0.34375
696,44200,703,2519.0,499.0,0.13410373555495833,3721.0,0.1889277076054824
697,44300,589,677.0,1111.0,0.4673958771560791,2377.0,0.2477913336137989
698,44301,89,6.0,979.0,0.9115456238361266,1074.0,0.08286778398510242
699,44302,143,17.0,1783.0,0.9176531137416366,1943.0,0.07359752959341224
700,44400,235,161.0,156.0,0.2826086956521739,552.0,0.4257246376811594
701,44500,1172,581.0,1262.0,0.4185737976782753,3015.0,0.38872305140961855
702,44600,475,16.0,24.0,0.04660194174757282,515.0,0.9223300970873787
703,44601,90,122.0,4032.0,0.9500471253534402,4244.0,0.02120640904806786
704,44602,382,130.0,726.0,0.5864297253634895,1238.0,0.308562197092084
705,44700,5786,2709.0,6433.0,0.4309351554126474,14928.0,0.38759378349410506
706,44800,720,90.0,133.0,0.14103923647932132,943.0,0.7635206786850477
707,44900,1367,458.0,975.0,0.3482142857142857,2800.0,0.4882142857142857
708,44901,147,13.0,94.0,0.3700787401574803,254.0,0.5787401574803149
709,44902,197,113.0,173.0,0.3581780538302277,483.0,0.4078674948240166
710,45000,629,144.0,3514.0,0.8196874271052018,4287.0,0.14672264987170516
711,45101,100,75.0,259.0,0.5967741935483871,434.0,0.2304147465437788
712,45102,154,138.0,346.0,0.542319749216301,638.0,0.2413793103448276
713,45200,114,249.0,115.0,0.2405857740585774,478.0,0.2384937238493724
714,45300,4015,1900.0,3613.0,0.37919815281276237,9528.0,0.4213895885810244
715,45400,414,123.0,240.0,0.3088803088803089,777.0,0.5328185328185329
716,45500,712,157.0,4506.0,0.8383255813953489,5375.0,0.13246511627906976
717,45600,961,1781.0,655.0,0.19281719163968208,3397.0,0.2828966735354725
718,45700,59,51.0,593.0,0.8435277382645804,703.0,0.08392603129445235
719,45800,420,559.0,343.0,0.2594553706505295,1322.0,0.3177004538577912
720,45900,98,65.0,538.0,0.7674750356633381,701.0,0.1398002853067047
721,46000,1183,295.0,2774.0,0.6523988711194731,4252.0,0.2782220131702728
722,46100,159,5.0,2126.0,0.9283842794759826,2290.0,0.06943231441048035
723,46200,265,75.0,317.0,0.4824961948249619,657.0,0.4033485540334855
724,46201,281,214.0,624.0,0.5576407506702413,1119.0,0.2511170688114388
725,46202,220,73.0,346.0,0.5414710485133021,639.0,0.3442879499217527
726,46300,67,17.0,276.0,0.7666666666666667,360.0,0.18611111111111112
727,46400,147,113.0,180.0,0.4090909090909091,440.0,0.3340909090909091
728,46500,540,26.0,13742.0,0.9604417109309478,14308.0,0.03774112384679899
729,46600,172,178.0,552.0,0.6119733924611973,902.0,0.19068736141906872
730,46700,702,163.0,10942.0,0.926738375539934,11807.0,0.05945625476412298
731,46800,90,72.0,505.0,0.7571214392803598,667.0,0.13493253373313344
732,46900,1178,22.0,18507.0,0.9391079311919622,19707.0,0.05977571421322373
733,47000,51,40.0,215.0,0.7026143790849673,306.0,0.16666666666666666
734,47100,934,173.0,5920.0,0.8424647787106874,7027.0,0.13291589583036859
735,47200,89,171.0,138.0,0.34673366834170855,398.0,0.2236180904522613
736,47300,4199,165.0,13605.0,0.7571372920028939,17969.0,0.2336802270577105
737,47400,31,12.0,7.0,0.14,50.0,0.62
738,47500,1827,187.0,20032.0,0.9086455592851311,22046.0,0.08287217635852309
739,47600,93,92.0,56.0,0.23236514522821577,241.0,0.38589211618257263
740,47700,3635,2777.0,4302.0,0.40153070748553293,10714.0,0.3392757140190405
741,47800,274,84.0,312.0,0.46567164179104475,670.0,0.408955223880597
742,47900,1139,143.0,1763.0,0.5789819376026273,3045.0,0.37405582922824304
